kind,step,factual_loss,teacher_loss
flow,1,0.009840698912739754,0.000922603125218302
flow,2,0.00870615616440773,0.0009293253533542156
flow,3,0.007713316939771175,0.0012909899232909083
flow,4,0.006856254301965237,0.0010488445404917002
flow,5,0.006117916665971279,0.0012255331967025995
flow,6,0.005481794476509094,0.002342352643609047
flow,7,0.004945346154272556,0.0011015310883522034
flow,8,0.004466603510081768,0.0023867194540798664
flow,9,0.0040605259127914906,0.0034776865504682064
flow,10,0.0037229699082672596,0.0028519374318420887
flow,11,0.0034442786127328873,0.0014854454202577472
flow,12,0.0031906822696328163,0.001416406244970858
flow,13,0.002957330085337162,0.0012874132953584194
flow,14,0.0027398483362048864,0.0014150745701044798
flow,15,0.0025367820635437965,0.0043914951384067535
flow,16,0.0023773028515279293,0.001563791185617447
flow,17,0.0022208220325410366,0.004177502356469631
flow,18,0.0020962904673069715,0.00428218487650156
flow,19,0.002002826426178217,0.0009810462361201644
flow,20,0.001903295749798417,0.004297676496207714
flow,21,0.0018315422348678112,0.001061521703377366
flow,22,0.001750558614730835,0.0013655334478244185
flow,23,0.0016615937929600477,0.0013839475577697158
flow,24,0.0015672137960791588,0.0012189851840958
flow,25,0.0014708290109410882,0.0016846072394400835
flow,26,0.0013762853341177106,0.005179181694984436
flow,27,0.0013133493484929204,0.004809570964425802
flow,28,0.0012753824703395367,0.0016045207157731056
flow,29,0.0012315178755670786,0.005103190429508686
flow,30,0.0012112446129322052,0.005539574660360813
flow,31,0.00121916807256639,0.005053120665252209
flow,32,0.0012536628637462854,0.00129115697927773
flow,33,0.001274231937713921,0.0011336137540638447
flow,34,0.0012755491770803928,0.004987366497516632
flow,35,0.0012981431791558862,0.004208520986139774
flow,36,0.0013362367171794176,0.004684320650994778
flow,37,0.001389563549309969,0.0010545857949182391
flow,38,0.0014073890633881092,0.0009808010654523969
flow,39,0.0013915617018938065,0.0016748756170272827
flow,40,0.0013485285453498363,0.003945930860936642
flow,41,0.0013253791257739067,0.003834380302578211
flow,42,0.001317651942372322,0.004134709015488625
flow,43,0.0013270826311782002,0.004812019411474466
flow,44,0.0013612500624731183,0.001058954163454473
flow,45,0.0013660696567967534,0.004089768510311842
flow,46,0.0013864017091691494,0.0039045466110110283
flow,47,0.0014211254892870784,0.003570809494704008
flow,48,0.0014644426992163062,0.003855506656691432
flow,49,0.0015200076159089804,0.003700440749526024
flow,50,0.0015854805242270231,0.0031911805272102356
flow,51,0.0016519774217158556,0.0009428104385733604
flow,52,0.0016691735945641994,0.0033358391374349594
flow,53,0.0016885376535356045,0.0009989386890083551
flow,54,0.0016620743554085493,0.0030371337197721004
flow,55,0.001636332250200212,0.001380903646349907
flow,56,0.0015743770636618137,0.001128058647736907
flow,57,0.0014870103914290667,0.0011315844021737576
flow,58,0.0013845092616975307,0.0037011958193033934
