kind,step,loss
flow,203,0.00256162928417325
flow,204,0.001301169628277421
flow,205,0.0012181412894278765
flow,206,0.0027263392694294453
flow,207,0.0026070442982017994
flow,208,0.0030795300845056772
flow,209,0.0021077278070151806
flow,210,0.0011500697582960129
flow,211,0.0010004972573369741
flow,212,0.0012504777405411005
flow,213,0.0010232855565845966
flow,214,0.0011358651099726558
flow,215,0.0013255833182483912
flow,216,0.00414815591648221
flow,217,0.0011669315863400698
flow,218,0.0020737037993967533
flow,219,0.0034277099184691906
flow,220,0.0016181060345843434
flow,221,0.0015088493237271905
flow,222,0.0014700861647725105
flow,223,0.0034236181527376175
flow,224,0.0015439954586327076
flow,225,0.006077024154365063
flow,226,0.0019397728610783815
flow,227,0.0031941328197717667
flow,228,0.0017372468719258904
flow,229,0.0015865095192566514
flow,230,0.005599788390100002
flow,231,0.0013484293594956398
flow,232,0.0015659809578210115
flow,233,0.0016104832757264376
flow,234,0.0013965144753456116
flow,235,0.0013717779656872153
flow,236,0.0014823046512901783
flow,237,0.0011213565012440085
flow,238,0.0035083957482129335
flow,239,0.001263208920136094
flow,240,0.001331639476120472
flow,241,0.0013894399162381887
flow,242,0.001220179721713066
flow,243,0.0012235082685947418
flow,244,0.0010280798887833953
flow,245,0.0010387003421783447
flow,246,0.003700138069689274
flow,247,0.0011196316918358207
flow,248,0.0011259694583714008
flow,249,0.0008832120802253485
flow,250,0.0025112577714025974
flow,251,0.0009666708065196872
flow,252,0.001071467064321041
flow,253,0.0009851644281297922
flow,254,0.0009962805779650807
flow,255,0.0010254615917801857
flow,256,0.0026676785200834274
flow,257,0.0011082771234214306
flow,258,0.0009770148899406195
flow,259,0.0018589553656056523
flow,260,0.0010023615323007107
flow,261,0.004087039269506931
flow,262,0.0009659355855546892
flow,263,0.0008101831772364676
flow,264,0.0023764704819768667
flow,265,0.0009681475348770618
flow,266,0.0007475779857486486
flow,267,0.003191858995705843
flow,268,0.0032688614446669817
flow,269,0.000811238307505846
flow,270,0.0008073108037933707
flow,271,0.002442919183522463
flow,272,0.0010267008328810334
flow,273,0.0007516667246818542
flow,274,0.006181924603879452
flow,275,0.0019100148929283023
flow,276,0.000871041847858578
flow,277,0.0028045899234712124
flow,278,0.002555734943598509
flow,279,0.0023484639823436737
flow,280,0.0031556750182062387
flow,281,0.000912016024813056
flow,282,0.0016283518634736538
flow,283,0.001510454574599862
flow,284,0.0010627275332808495
flow,285,0.0009441409492865205
flow,286,0.0038542174734175205
flow,287,0.0007671407074667513
flow,288,0.0007767308852635324
flow,289,0.0007831167313270271
flow,290,0.002298157662153244
flow,291,0.0026397889014333487
flow,292,0.000783023308031261
flow,293,0.002653473522514105
flow,294,0.0007858812459744513
flow,295,0.002165204845368862
flow,296,0.0009377272217534482
flow,297,0.0007970569422468543
flow,298,0.0021345254499465227
flow,299,0.0008006052230484784
flow,300,0.0007366514764726162
flow,301,0.0023824875243008137
flow,302,0.0007295039249584079
flow,303,0.0008416296914219856
flow,304,0.0007986572454683483
flow,305,0.0007567424909211695
flow,306,0.0019099360797554255
flow,307,0.0007325747865252197
flow,308,0.0007614222704432905
flow,309,0.000747144571505487
flow,310,0.001964219380170107
flow,311,0.0007638841634616256
flow,312,0.0024677785113453865
flow,313,0.0019863294437527657
flow,314,0.00244765542447567
flow,315,0.0018041888251900673
flow,316,0.001919012749567628
flow,317,0.0010717022232711315
flow,318,0.0008996289689093828
flow,319,0.002066082786768675
flow,320,0.0008200303418561816
flow,321,0.0019412219990044832
flow,322,0.0009297134820371866
flow,323,0.0008555335225537419
flow,324,0.001884061493910849
flow,325,0.00175106234382838
flow,326,0.0021635727025568485
flow,327,0.0021591130644083023
flow,328,0.0017680214950814843
flow,329,0.001410940196365118
flow,330,0.0010241370182484388
flow,331,0.0021532480604946613
flow,332,0.0016168945003300905
flow,333,0.0006992415292188525
flow,334,0.0007765640621073544
flow,335,0.0008209323277696967
flow,336,0.0007462409557774663
flow,337,0.002457753289490938
flow,338,0.0008555364911444485
flow,339,0.0024256499018520117
flow,340,0.000811695703305304
flow,341,0.001935018110089004
flow,342,0.0014414283214136958
flow,343,0.001776143442839384
flow,344,0.002128428779542446
flow,345,0.0017528199823573232
flow,346,0.0018196634482592344
flow,347,0.001272549037821591
flow,348,0.0008297303575091064
flow,349,0.0009198407060466707
flow,350,0.0006765589932911098
flow,351,0.0026874574832618237
flow,352,0.000767394551075995
flow,353,0.0019261726411059499
flow,354,0.0007743861642666161
flow,355,0.0008358514751307666
flow,356,0.0007612084154970944
flow,357,0.0025852955877780914
flow,358,0.002126166829839349
flow,359,0.0013485199306160212
flow,360,0.0007520689396187663
flow,361,0.0020139245316386223
flow,362,0.0021790554746985435
flow,363,0.0017975297523662448
flow,364,0.0007401271723210812
flow,365,0.000768042984418571
flow,366,0.0007632041815668344
flow,367,0.002495656255632639
flow,368,0.0022214234340935946
flow,369,0.0017629615031182766
flow,370,0.0009154889266937971
flow,371,0.0008734582224860787
flow,372,0.002786903642117977
flow,373,0.0008434755727648735
flow,374,0.0007829847163520753
flow,375,0.0020335728768259287
flow,376,0.002454065950587392
flow,377,0.0007532519521191716
flow,378,0.0021649785339832306
flow,379,0.0006943867774680257
flow,380,0.00241816695779562
flow,381,0.0006550210528075695
flow,382,0.0014625268522650003
flow,383,0.0018668770790100098
flow,384,0.0006927585927769542
flow,385,0.0008045405265875161
flow,386,0.0019291364587843418
flow,387,0.0020975456573069096
flow,388,0.0007195276557467878
flow,389,0.0015325283166021109
flow,390,0.001528372522443533
flow,391,0.0007465596427209675
flow,392,0.0006804054719395936
flow,393,0.0016650285106152296
flow,394,0.0005699899047613144
flow,395,0.0006476365379057825
flow,396,0.0021489993669092655
flow,397,0.0019034044817090034
flow,398,0.0017560420092195272
flow,399,0.0007505968096666038
flow,400,0.0008375196484848857
flow,401,0.0023238277062773705
flow,402,0.0027246656827628613
flow,403,0.0008036056533455849
flow,404,0.000692197063472122
flow,405,0.0007130401208996773
flow,406,0.0028827539645135403
flow,407,0.0024696465115994215
flow,408,0.0009532563854008913
flow,409,0.000951890426222235
flow,410,0.0026350454427301884
flow,411,0.0006165324011817575
flow,412,0.002033898374065757
flow,413,0.0009717016946524382
flow,414,0.001738979946821928
flow,415,0.0017130759079009295
flow,416,0.0014789036940783262
flow,417,0.0011671327520161867
flow,418,0.0018384606810286641
flow,419,0.0006248233839869499
flow,420,0.0006413035443983972
flow,421,0.001409571385011077
flow,422,0.000769322388805449
flow,423,0.001544188242405653
flow,424,0.0019814553670585155
flow,425,0.0007095594191923738
flow,426,0.0015391195192933083
flow,427,0.0007372161489911377
flow,428,0.0006499857408925891
flow,429,0.0019047475652769208
flow,430,0.0017466391436755657
flow,431,0.0017074052011594176
flow,432,0.0006772271590307355
flow,433,0.0007367728976532817
flow,434,0.0014242033939808607
flow,435,0.0005836235359311104
flow,436,0.0006501022144220769
flow,437,0.0017118225805461407
flow,438,0.0017211083322763443
flow,439,0.0006002634763717651
flow,440,0.0019150447333231568
flow,441,0.0017515282379463315
flow,442,0.0014172695809975266
flow,443,0.0007169924792833626
flow,444,0.0017909742891788483
flow,445,0.0015487862983718514
flow,446,0.0016612887848168612
flow,447,0.0016954864840954542
flow,448,0.0009367149323225021
flow,449,0.0011217058636248112
flow,450,0.0006720907986164093
flow,451,0.0008045646827667952
flow,452,0.000817887659650296
flow,453,0.0015948135405778885
flow,454,0.0008716583251953125
flow,455,0.001542226760648191
flow,456,0.001573705580085516
flow,457,0.0007450490375049412
flow,458,0.0014690635725855827
flow,459,0.001789051340892911
flow,460,0.001852496643550694
flow,461,0.000755201792344451
flow,462,0.0016643082490190864
flow,463,0.001595781184732914
flow,464,0.0017114158254116774
flow,465,0.0007208887836895883
flow,466,0.0006122250342741609
flow,467,0.0006208515260368586
flow,468,0.0019921744242310524
flow,469,0.0005147513002157211
flow,470,0.0005629336810670793
flow,471,0.0018034449312835932
flow,472,0.0007447374518960714
flow,473,0.0006261549424380064
flow,474,0.0015476865228265524
flow,475,0.0038947255816310644
flow,476,0.0019739337731152773
flow,477,0.0019357706187292933
flow,478,0.0017864949768409133
flow,479,0.0008531078929081559
flow,480,0.0007140743546187878
flow,481,0.0007980413502082229
flow,482,0.0007600035751238465
flow,483,0.00313229626044631
flow,484,0.0009290857706218958
flow,485,0.0008902193512767553
flow,486,0.0007120672380551696
flow,487,0.0032573891803622246
flow,488,0.0007374197011813521
flow,489,0.002912974450737238
flow,490,0.0013179314555600286
flow,491,0.0016907700337469578
flow,492,0.0008597680716775358
flow,493,0.0007740856381133199
flow,494,0.000813133898191154
flow,495,0.0005942719872109592
flow,496,0.001819682540372014
flow,497,0.000734577770344913
flow,498,0.0016165220877155662
flow,499,0.0008032271871343255
flow,500,0.0014560706913471222
flow,501,0.0018600826151669025
flow,502,0.001697873929515481
flow,503,0.0008725111256353557
flow,504,0.0006743853446096182
flow,505,0.00057205930352211
flow,506,0.0016777715645730495
flow,507,0.0015058054123073816
flow,508,0.0006537797162309289
flow,509,0.0006164315273053944
flow,510,0.000565937370993197
flow,511,0.0006043407483957708
flow,512,0.0005670204991474748
flow,513,0.0007205698057077825
flow,514,0.0006959419697523117
flow,515,0.0021061820443719625
flow,516,0.000657863391097635
flow,517,0.0012785547878593206
flow,518,0.003030188847333193
flow,519,0.0008905689464882016
flow,520,0.0007178141386248171
flow,521,0.001903776777908206
flow,522,0.001970509300008416
flow,523,0.0009463660535402596
flow,524,0.0013909114059060812
flow,525,0.0011083832941949368
flow,526,0.0009008863708004355
flow,527,0.0007431243429891765
flow,528,0.0007924470119178295
flow,529,0.0008631055825389922
flow,530,0.0006857796106487513
flow,531,0.0007331718225032091
flow,532,0.0006775641231797636
flow,533,0.0007453156867995858
flow,534,0.004043045919388533
flow,535,0.0027976511046290398
flow,536,0.0015751220053061843
flow,537,0.0021104435436427593
flow,538,0.001196077442727983
flow,539,0.0009279513615183532
flow,540,0.0008174264221452177
flow,541,0.005405859090387821
flow,542,0.0010598225053399801
flow,543,0.002881640801206231
flow,544,0.0014030239544808865
flow,545,0.001054603373631835
flow,546,0.000618281657807529
flow,547,0.0046668024733662605
flow,548,0.0018163436325266957
flow,549,0.0029814010486006737
flow,550,0.0023993002250790596
flow,551,0.0018325813580304384
flow,552,0.0009236042969860137
flow,553,0.0024830512702465057
flow,554,0.0037870267406105995
flow,555,0.0028822615277022123
flow,556,0.003728809766471386
flow,557,0.0016931253485381603
flow,558,0.0016985706752166152
flow,559,0.0015300643863156438
flow,560,0.0009424561867490411
flow,561,0.0008319400949403644
flow,562,0.001084190676920116
flow,563,0.004832335747778416
flow,564,0.0033920863643288612
flow,565,0.00225526699796319
flow,566,0.0023486879654228687
flow,567,0.001806582440622151
flow,568,0.001968564698472619
flow,569,0.0020826326217502356
flow,570,0.0010383256012573838
flow,571,0.0009074814151972532
flow,572,0.002757120179012418
flow,573,0.001284714904613793
flow,574,0.001232206355780363
flow,575,0.001119863474741578
flow,576,0.0007658801623620093
flow,577,0.0008495703805238008
flow,578,0.0028390693478286266
flow,579,0.0012848926708102226
flow,580,0.0026449195574969053
flow,581,0.000767320510931313
flow,582,0.0008392623858526349
flow,583,0.0006740750395692885
flow,584,0.0020440840162336826
flow,585,0.001031812746077776
flow,586,0.000821707712020725
flow,587,0.0007081842049956322
flow,588,0.0018034816021099687
flow,589,0.0016825920902192593
flow,590,0.001621118513867259
flow,591,0.0014780759811401367
flow,592,0.0016466608503833413
flow,593,0.0016962096560746431
flow,594,0.0017385773826390505
flow,595,0.000799472036305815
flow,596,0.0015908465720713139
flow,597,0.0013478313339874148
flow,598,0.0013794670812785625
flow,599,0.0014988185139372945
flow,600,0.0011680768802762032
packed,1,0.07928825169801712
packed,2,0.07242205739021301
packed,3,0.06387829780578613
packed,4,0.05055311322212219
packed,5,0.034461598843336105
packed,6,0.022154392674565315
packed,7,0.013372204266488552
packed,8,0.011733297258615494
packed,9,0.3279503881931305
packed,10,0.010479021817445755
packed,11,0.07703882455825806
packed,12,0.24410873651504517
packed,13,0.010106314904987812
packed,14,0.008808217942714691
packed,15,0.16838882863521576
packed,16,0.15387701988220215
packed,17,0.021299611777067184
packed,18,0.027097271755337715
packed,19,0.03085717372596264
packed,20,0.031190980225801468
packed,21,0.03278258815407753
packed,22,0.03283356875181198
packed,23,0.031388457864522934
packed,24,0.028080377727746964
packed,25,0.12955640256404877
packed,26,0.022913210093975067
packed,27,0.021331939846277237
packed,28,0.019166113808751106
packed,29,0.016282115131616592
packed,30,0.014511879533529282
packed,31,0.013068798929452896
packed,32,0.00971481017768383
packed,33,0.009237478487193584
packed,34,0.0077617717906832695
packed,35,0.00763808935880661
packed,36,0.16193678975105286
packed,37,0.007824920117855072
packed,38,0.008020677603781223
packed,39,0.0065367636270821095
packed,40,0.006391957402229309
packed,41,0.125169038772583
packed,42,0.005885036662220955
packed,43,0.005763714201748371
packed,44,0.11051259934902191
packed,45,0.006727513857185841
packed,46,0.09891949594020844
packed,47,0.007208439987152815
packed,48,0.009842731058597565
packed,49,0.009166808798909187
packed,50,0.008792540058493614
packed,51,0.018767142668366432
packed,52,0.07183336466550827
packed,53,0.06702674180269241
packed,54,0.06273101270198822
packed,55,0.006562890484929085
packed,56,0.006998677272349596
packed,57,0.005948655307292938
packed,58,0.006312823388725519
packed,59,0.006316347513347864
packed,60,0.0059300074353814125
packed,61,0.007551935967057943
packed,62,0.0060552507638931274
packed,63,0.007226136513054371
packed,64,0.005847406107932329
packed,65,0.029995979741215706
packed,66,0.035924032330513
packed,67,0.028903022408485413
packed,68,0.028050730004906654
packed,69,0.005429006647318602
packed,70,0.005391711834818125
packed,71,0.005122145172208548
packed,72,0.025728793814778328
packed,73,0.006209935061633587
packed,74,0.00515787024050951
packed,75,0.020555872470140457
packed,76,0.02290714532136917
packed,77,0.005304314661771059
packed,78,0.009652112610638142
packed,79,0.005166386254131794
packed,80,0.019939273595809937
packed,81,0.016808893531560898
packed,82,0.01623145118355751
packed,83,0.005903875920921564
packed,84,0.004478848539292812
packed,85,0.004848313517868519
packed,86,0.018799826502799988
packed,87,0.016267381608486176
packed,88,0.005283326841890812
packed,89,0.004295223392546177
packed,90,0.016650646924972534
packed,91,0.015919078141450882
packed,92,0.0045785256661474705
packed,93,0.005004710517823696
packed,94,0.004431192297488451
packed,95,0.004380790516734123
packed,96,0.004595514852553606
packed,97,0.0038559632375836372
packed,98,0.004208772908896208
packed,99,0.004421607591211796
packed,100,0.015406355261802673
packed,101,0.012440280988812447
packed,102,0.003635676112025976
packed,103,0.0032375850714743137
packed,104,0.00400810269638896
packed,105,0.01251551229506731
packed,106,0.003976757638156414
packed,107,0.015792327001690865
packed,108,0.004090954549610615
packed,109,0.0041870782151818275
packed,110,0.0038016890175640583
packed,111,0.011251971125602722
packed,112,0.0038366292137652636
packed,113,0.010241934098303318
packed,114,0.010888847522437572
packed,115,0.011259214021265507
packed,116,0.004483196884393692
packed,117,0.0037486799992620945
packed,118,0.004287178628146648
packed,119,0.004837146028876305
packed,120,0.007807180285453796
packed,121,0.009775933809578419
packed,122,0.0037709330208599567
packed,123,0.009331608191132545
packed,124,0.006252273917198181
packed,125,0.005788035690784454
packed,126,0.009473602287471294
packed,127,0.003985488321632147
packed,128,0.005533700808882713
packed,129,0.004242946859449148
packed,130,0.010827615857124329
packed,131,0.010589375160634518
packed,132,0.008944342844188213
packed,133,0.005287156905978918
packed,134,0.004085335414856672
packed,135,0.011058340780436993
packed,136,0.004173655528575182
packed,137,0.004225501790642738
packed,138,0.004990886431187391
packed,139,0.0033511389046907425
packed,140,0.003275142516940832
packed,141,0.010306092910468578
packed,142,0.008713294751942158
packed,143,0.004138757009059191
packed,144,0.008814191445708275
packed,145,0.0033363397233188152
packed,146,0.004250816535204649
packed,147,0.008457107469439507
packed,148,0.007378358393907547
packed,149,0.00596972368657589
packed,150,0.0036674942821264267
packed,151,0.004720667377114296
packed,152,0.003979391418397427
packed,153,0.007563651539385319
packed,154,0.0072057535871863365
packed,155,0.003949276637285948
packed,156,0.003974792547523975
packed,157,0.003555925562977791
packed,158,0.006892696488648653
packed,159,0.007316278759390116
packed,160,0.003777062054723501
packed,161,0.007035603281110525
packed,162,0.0036228864919394255
packed,163,0.006854225881397724
packed,164,0.0028472403064370155
packed,165,0.005673600360751152
packed,166,0.003944585099816322
packed,167,0.0060597872361540794
packed,168,0.00381832430139184
packed,169,0.0037368452176451683
packed,170,0.0037217172794044018
packed,171,0.006819652393460274
packed,172,0.0031283493153750896
packed,173,0.006332163233309984
packed,174,0.0035349680110812187
packed,175,0.0037135938182473183
packed,176,0.0033935040701180696
packed,177,0.00676257349550724
packed,178,0.0037705651484429836
packed,179,0.0032435734756290913
packed,180,0.003152365330606699
packed,181,0.00668103713542223
packed,182,0.0026163405273109674
packed,183,0.00324729410931468
packed,184,0.0031090369448065758
packed,185,0.003659923328086734
packed,186,0.003003853838890791
packed,187,0.006779933348298073
packed,188,0.006166566628962755
packed,189,0.007429556921124458
packed,190,0.006458380725234747
packed,191,0.006246563047170639
packed,192,0.0033962526358664036
packed,193,0.0032243463210761547
packed,194,0.0034589958377182484
packed,195,0.0035065007396042347
packed,196,0.006377451587468386
packed,197,0.002862185938283801
packed,198,0.0034413798712193966
packed,199,0.0028465837240219116
packed,200,0.0025675480719655752
packed,201,0.002626419998705387
packed,202,0.0067317793145775795
packed,203,0.005242167040705681
packed,204,0.003814469324424863
packed,205,0.003413272788748145
packed,206,0.00552804721519351
packed,207,0.0060913460329174995
packed,208,0.006765550933778286
packed,209,0.005162332206964493
packed,210,0.003178155515342951
packed,211,0.0027137596625834703
packed,212,0.0033838192466646433
packed,213,0.0025705185253173113
packed,214,0.0029486888088285923
packed,215,0.003234758973121643
packed,216,0.0061246720142662525
packed,217,0.003251491580158472
packed,218,0.005411180201917887
packed,219,0.005480700172483921
packed,220,0.003033273620530963
packed,221,0.0029218164272606373
packed,222,0.0031326254829764366
packed,223,0.005434345453977585
packed,224,0.003405587747693062
packed,225,0.004582047462463379
packed,226,0.003711964935064316
packed,227,0.00581693509593606
packed,228,0.0030806483700871468
packed,229,0.003493824042379856
packed,230,0.00498456135392189
packed,231,0.003025825833901763
packed,232,0.003153447527438402
packed,233,0.003731995355337858
packed,234,0.002727508544921875
packed,235,0.0037806681357324123
packed,236,0.0036232899874448776
packed,237,0.002786570694297552
packed,238,0.005807553883641958
packed,239,0.003104609902948141
packed,240,0.0031590848229825497
packed,241,0.0034087011590600014
packed,242,0.0028357708360999823
packed,243,0.0034601991064846516
packed,244,0.003337954171001911
packed,245,0.0026728245429694653
packed,246,0.005253438837826252
packed,247,0.0028120677452534437
packed,248,0.0027974818367511034
packed,249,0.0031151878647506237
packed,250,0.005263474769890308
packed,251,0.003454728052020073
packed,252,0.0035109338350594044
packed,253,0.0025565042160451412
packed,254,0.0029306774958968163
packed,255,0.002945677377283573
packed,256,0.006740345153957605
packed,257,0.0038496782071888447
packed,258,0.0030896258540451527
packed,259,0.004237936343997717
packed,260,0.0030171084217727184
packed,261,0.004803021904081106
packed,262,0.003193739801645279
packed,263,0.0033248772379010916
packed,264,0.004347435664385557
packed,265,0.003211988601833582
packed,266,0.0026539028622210026
packed,267,0.005551139358431101
packed,268,0.0053514293394982815
packed,269,0.002811275888234377
packed,270,0.0028868105728179216
packed,271,0.005018666386604309
packed,272,0.003592429682612419
packed,273,0.003417139407247305
packed,274,0.005560248624533415
packed,275,0.0048038046807050705
packed,276,0.0032880413345992565
packed,277,0.005089104175567627
packed,278,0.004787664860486984
packed,279,0.003921099007129669
packed,280,0.005274019204080105
packed,281,0.00291677238419652
packed,282,0.00440774392336607
packed,283,0.0038650278002023697
packed,284,0.0039788722060620785
packed,285,0.003223779145628214
packed,286,0.004774040076881647
packed,287,0.0028199683874845505
packed,288,0.0024468163028359413
packed,289,0.0029428587295114994
packed,290,0.004755066707730293
packed,291,0.00490590650588274
packed,292,0.0032209372147917747
packed,293,0.00486359279602766
packed,294,0.0030840965919196606
packed,295,0.004255406092852354
packed,296,0.0032229353673756123
packed,297,0.0030169931706041098
packed,298,0.0040258071385324
packed,299,0.003006309736520052
packed,300,0.002960151992738247
packed,301,0.004570871125906706
packed,302,0.0030214868020266294
packed,303,0.003044566372409463
packed,304,0.0029951613396406174
packed,305,0.0027876487001776695
packed,306,0.004178794100880623
packed,307,0.003597195027396083
packed,308,0.002919101854786277
packed,309,0.002972655463963747
packed,310,0.003958563320338726
packed,311,0.0030889599584043026
packed,312,0.0055417888797819614
packed,313,0.004157232586294413
packed,314,0.004804034251719713
packed,315,0.0035747489891946316
packed,316,0.003756012301892042
packed,317,0.003612436819821596
packed,318,0.0034651602618396282
packed,319,0.00422681774944067
packed,320,0.0026886076666414738
packed,321,0.004178711213171482
packed,322,0.0026592640206217766
packed,323,0.0029579722322523594
packed,324,0.004050141200423241
packed,325,0.004193496890366077
packed,326,0.004428994841873646
packed,327,0.0044035776518285275
packed,328,0.0038860044442117214
packed,329,0.0040784310549497604
packed,330,0.0029497407376766205
packed,331,0.004112749360501766
packed,332,0.004341053310781717
packed,333,0.002578847808763385
packed,334,0.002913221251219511
packed,335,0.0028106237296015024
packed,336,0.0029193030204623938
packed,337,0.004112232942134142
packed,338,0.0033486816100776196
packed,339,0.004789616912603378
packed,340,0.0029291915707290173
packed,341,0.004411058966070414
packed,342,0.003667017910629511
packed,343,0.0033773276954889297
packed,344,0.004305998794734478
packed,345,0.003911659121513367
packed,346,0.003828445915132761
packed,347,0.003313823137432337
packed,348,0.003223895560950041
packed,349,0.0028549423441290855
packed,350,0.0025879936292767525
packed,351,0.0049928636290133
packed,352,0.0029200545977801085
packed,353,0.004223928786814213
packed,354,0.0029355434235185385
packed,355,0.0032343100756406784
packed,356,0.002936015138402581
packed,357,0.004126648884266615
packed,358,0.004103845916688442
packed,359,0.003612356726080179
packed,360,0.002937337150797248
packed,361,0.0033802827820181847
packed,362,0.003360202070325613
packed,363,0.0033701229840517044
packed,364,0.003798283636569977
