kind,step,factual_loss,teacher_loss
flow,1,0.011784175410866737,0.0010541602969169617
flow,2,0.009983611293137074,0.0008593341917730868
flow,3,0.008429049514234066,0.0007689828053116798
flow,4,0.0071045164950191975,0.0008554125670343637
flow,5,0.005981850437819958,0.0012172753922641277
flow,6,0.0050432332791388035,0.0014098458923399448
flow,7,0.004229475744068623,0.001793057657778263
flow,8,0.0035778782330453396,0.0023900363594293594
flow,9,0.0030608372762799263,0.003029530867934227
flow,10,0.00265052099712193,0.002073104027658701
flow,11,0.002292618853971362,0.001602774253115058
flow,12,0.0019786017946898937,0.0015778965316712856
flow,13,0.0017105754232034087,0.001410767319612205
flow,14,0.0014869782608002424,0.0019497331231832504
flow,15,0.0013071185676380992,0.005660933442413807
flow,16,0.0011685086647048593,0.005923106335103512
flow,17,0.0010615468490868807,0.006091433577239513
flow,18,0.000994160189293325,0.0017088601598516107
flow,19,0.0009441736619919538,0.0016155742341652513
flow,20,0.00090308568906039,0.001577896298840642
flow,21,0.000864074332639575,0.0015991437248885632
flow,22,0.000822158413939178,0.0016856575384736061
flow,23,0.0007746143965050578,0.005404752679169178
flow,24,0.0007584657287225127,0.0054182084277272224
flow,25,0.0007754647522233427,0.005219323560595512
flow,26,0.0008279997855424881,0.0012103376211598516
flow,27,0.0008667954243719578,0.004814728628844023
flow,28,0.0009381399140693247,0.0015108344377949834
flow,29,0.0009813545038923621,0.004404093604534864
flow,30,0.001050071557983756,0.0038534915074706078
flow,31,0.0011323720682412386,0.0016297906404361129
flow,32,0.0011694678105413914,0.0015023560263216496
flow,33,0.001158431638032198,0.003922733012586832
flow,34,0.0011699905153363943,0.0012073300313204527
flow,35,0.0011361498618498445,0.0016792940441519022
flow,36,0.0010678817052394152,0.004334694240242243
flow,37,0.001037833048030734,0.001175619661808014
flow,38,0.0009750176686793566,0.004334758967161179
flow,39,0.0009495894773863256,0.0015573648270219564
flow,40,0.0008970657363533974,0.0014522182755172253
flow,41,0.0008251845138147473,0.0014427730347961187
flow,42,0.000741919968277216,0.0014726349618285894
flow,43,0.0006551319384016097,0.004993536975234747
flow,44,0.0006143954233266413,0.004383501596748829
flow,45,0.0006048749783076346,0.005231767427176237
flow,46,0.0006328576127998531,0.0013589393347501755
flow,47,0.0006448437343351543,0.0047621289268136024
flow,48,0.000691001710947603,0.0012878216803073883
flow,49,0.0007148298318497837,0.0043033091351389885
flow,50,0.0007703147712163627,0.0041523221880197525
flow,51,0.0008546059252694249,0.0013307940680533648
flow,52,0.000902476953342557,0.0014564736047759652
flow,53,0.000909650232642889,0.004126125946640968
flow,54,0.000944778323173523,0.0010871002450585365
flow,55,0.0009349074098281562,0.003929517697542906
flow,56,0.0009516109712421894,0.0015976270660758018
flow,57,0.000926246982999146,0.0013690292835235596
flow,58,0.0008662129985168576,0.004285922273993492
flow,59,0.0008495248621329665,0.0039052781648933887
flow,60,0.0008622870082035661,0.00418135104700923
flow,61,0.0009061169694177806,0.004478714428842068
flow,62,0.00098628259729594,0.0039832815527915955
flow,63,0.0010960415238514543,0.003927002195268869
flow,64,0.0012319573434069753,0.0012983428314328194
flow,65,0.0013006848748773336,0.0013546564150601625
flow,66,0.0013001327170059085,0.0014436737401410937
flow,67,0.0012376352678984404,0.0013602132676169276
flow,68,0.0011281089391559362,0.003667716169729829
flow,69,0.0010576577624306083,0.0010984623804688454
