kind,step,loss
flow,1,0.2166074812412262
flow,2,0.21332108974456787
flow,3,0.16030699014663696
flow,4,0.11222377419471741
flow,5,0.16484138369560242
flow,6,0.060871049761772156
flow,7,0.05983136594295502
flow,8,0.049368664622306824
flow,9,0.1690424531698227
flow,10,0.04511595517396927
flow,11,0.0447409451007843
flow,12,0.03607001155614853
flow,13,0.04735608026385307
flow,14,0.04515060782432556
flow,15,0.037587154656648636
flow,16,0.034299448132514954
flow,17,0.028118468821048737
flow,18,0.03149736672639847
flow,19,0.04715826362371445
flow,20,0.027448471635580063
flow,21,0.023625344038009644
flow,22,0.02208627015352249
flow,23,0.02023482322692871
flow,24,0.025317605584859848
flow,25,0.017793165519833565
flow,26,0.020507242530584335
flow,27,0.028212307021021843
flow,28,0.01761997491121292
flow,29,0.018733307719230652
flow,30,0.015265495516359806
flow,31,0.039009809494018555
flow,32,0.016937971115112305
flow,33,0.0244279857724905
flow,34,0.013785413466393948
flow,35,0.013883765786886215
flow,36,0.014178411103785038
flow,37,0.013044877909123898
flow,38,0.012788090854883194
flow,39,0.028135793283581734
flow,40,0.011647813953459263
flow,41,0.021918315440416336
flow,42,0.012148740701377392
flow,43,0.013036099262535572
flow,44,0.015354952774941921
flow,45,0.010302649810910225
flow,46,0.010665901936590672
flow,47,0.012977546080946922
flow,48,0.017086416482925415
flow,49,0.0140612768009305
flow,50,0.0116855688393116
flow,51,0.010099958628416061
flow,52,0.019541162997484207
flow,53,0.011252381838858128
flow,54,0.018232576549053192
flow,55,0.011348819360136986
flow,56,0.009599694982171059
flow,57,0.016636410728096962
flow,58,0.009632466360926628
flow,59,0.009862756356596947
flow,60,0.008529994636774063
flow,61,0.008736533112823963
flow,62,0.010196704417467117
flow,63,0.011162899434566498
flow,64,0.009034320712089539
flow,65,0.008388562127947807
flow,66,0.00852181389927864
flow,67,0.010620320215821266
flow,68,0.016208777204155922
flow,69,0.010026711970567703
flow,70,0.020317763090133667
flow,71,0.017632486298680305
flow,72,0.009981032460927963
flow,73,0.01596261002123356
flow,74,0.010368124581873417
flow,75,0.029093049466609955
flow,76,0.02062191069126129
flow,77,0.008391291834414005
flow,78,0.009965712204575539
flow,79,0.008806534111499786
flow,80,0.012979453429579735
flow,81,0.012762077152729034
flow,82,0.009829720482230186
flow,83,0.01489764079451561
flow,84,0.007718740496784449
flow,85,0.014802617952227592
flow,86,0.009174339473247528
flow,87,0.01117645762860775
flow,88,0.012808669358491898
flow,89,0.011266389861702919
flow,90,0.007767233066260815
flow,91,0.009096238762140274
flow,92,0.012364424765110016
flow,93,0.01258391235023737
flow,94,0.012576369568705559
flow,95,0.010556763038039207
flow,96,0.010331003926694393
flow,97,0.009396631270647049
flow,98,0.008360179141163826
flow,99,0.00701020797714591
flow,100,0.011202732101082802
flow,101,0.009980490431189537
flow,102,0.009602644480764866
flow,103,0.008737717755138874
flow,104,0.011290592141449451
flow,105,0.009467593394219875
flow,106,0.010160673409700394
flow,107,0.009727060794830322
flow,108,0.008850554004311562
flow,109,0.008754619397222996
flow,110,0.011517367325723171
flow,111,0.01035434752702713
flow,112,0.011664939112961292
flow,113,0.00600685179233551
flow,114,0.009930100291967392
flow,115,0.011085988022387028
flow,116,0.007356106303632259
flow,117,0.007120163645595312
flow,118,0.007626449689269066
flow,119,0.010406050831079483
flow,120,0.009870357811450958
flow,121,0.007631221786141396
flow,122,0.009046155028045177
flow,123,0.007370613515377045
flow,124,0.007485606707632542
flow,125,0.008025843650102615
flow,126,0.007557831704616547
flow,127,0.010381330735981464
flow,128,0.009622268378734589
flow,129,0.009790264070034027
flow,130,0.006405365653336048
flow,131,0.008860798552632332
flow,132,0.006642650812864304
flow,133,0.009152336046099663
flow,134,0.00742607656866312
flow,135,0.01010273490101099
flow,136,0.00786274578422308
flow,137,0.005703418515622616
flow,138,0.00746389152482152
flow,139,0.007678660564124584
flow,140,0.006222142837941647
flow,141,0.006693514995276928
flow,142,0.011386903002858162
flow,143,0.010763618163764477
flow,144,0.010476808995008469
flow,145,0.009884364902973175
flow,146,0.007175402715802193
flow,147,0.009065265767276287
flow,148,0.007092193700373173
flow,149,0.008405237458646297
flow,150,0.017351273447275162
flow,151,0.014676869846880436
flow,152,0.008946024812757969
flow,153,0.006940093822777271
flow,154,0.00825045071542263
flow,155,0.0062571559101343155
flow,156,0.011658658273518085
flow,157,0.006638300139456987
flow,158,0.022064652293920517
flow,159,0.0064485929906368256
flow,160,0.007398697547614574
flow,161,0.0071897441521286964
flow,162,0.005866055376827717
flow,163,0.01016208902001381
flow,164,0.01125536859035492
flow,165,0.009195143356919289
flow,166,0.008983363397419453
flow,167,0.008058873005211353
flow,168,0.00707759615033865
flow,169,0.006330174393951893
flow,170,0.00768273463472724
flow,171,0.00824795477092266
flow,172,0.009273751638829708
flow,173,0.007096087094396353
flow,174,0.006224106065928936
flow,175,0.007321879267692566
flow,176,0.00740435067564249
flow,177,0.007637429516762495
flow,178,0.011142481118440628
flow,179,0.007252564653754234
flow,180,0.012517176568508148
flow,181,0.006208614446222782
flow,182,0.007814210839569569
flow,183,0.006823119707405567
flow,184,0.008129572495818138
flow,185,0.008360544219613075
flow,186,0.006071397569030523
flow,187,0.00561553193256259
flow,188,0.0047045000828802586
flow,189,0.00921137910336256
flow,190,0.00634788116440177
flow,191,0.011107218451797962
flow,192,0.01058274507522583
flow,193,0.005896341986954212
flow,194,0.009623068384826183
flow,195,0.010305054485797882
flow,196,0.009717900305986404
flow,197,0.006552474107593298
flow,198,0.007107622921466827
flow,199,0.009655635803937912
flow,200,0.005287630017846823
flow,201,0.010565395466983318
flow,202,0.0062392777763307095
flow,203,0.004777086898684502
flow,204,0.005360064096748829
flow,205,0.005346320569515228
flow,206,0.004710371606051922
flow,207,0.0049687959253787994
flow,208,0.008219394832849503
flow,209,0.00853426568210125
flow,210,0.007346470840275288
flow,211,0.007247177883982658
flow,212,0.004917430691421032
flow,213,0.007957881316542625
flow,214,0.005442578345537186
flow,215,0.008314989507198334
flow,216,0.008426371961832047
flow,217,0.0077448077499866486
flow,218,0.0053840032778680325
flow,219,0.008472251705825329
flow,220,0.003735956735908985
flow,221,0.008870020508766174
flow,222,0.005656545516103506
flow,223,0.004960204940289259
flow,224,0.007968829944729805
flow,225,0.004265750292688608
flow,226,0.005664852447807789
flow,227,0.006865258328616619
flow,228,0.004268028773367405
flow,229,0.0045466236770153046
flow,230,0.007088326849043369
flow,231,0.004061502404510975
flow,232,0.003694108221679926
flow,233,0.00799152348190546
flow,234,0.003781501203775406
flow,235,0.009260737337172031
flow,236,0.004228801466524601
flow,237,0.010708853602409363
flow,238,0.0045776888728141785
flow,239,0.00661668973043561
flow,240,0.005860287696123123
