kind,step,factual_loss,teacher_loss
flow,48,0.0009448337368667126,0.0024598725140094757
flow,49,0.0009441950242035091,0.002180560026317835
flow,50,0.0009255898185074329,0.003460570937022567
flow,51,0.0009154278668574989,0.0030920628923922777
flow,52,0.0008883263217285275,0.0025024665519595146
flow,53,0.0008500350522808731,0.0036849654279649258
flow,54,0.0008275180007331073,0.00251157209277153
flow,55,0.0007946956320665777,0.0022786888293921947
flow,56,0.0007538679637946188,0.0025703550782054663
flow,57,0.0007075453759171069,0.0027261427603662014
flow,58,0.0006594526930712163,0.0038584524299949408
flow,59,0.0006311574252322316,0.0037635357584804296
flow,60,0.0006178742041811347,0.0026256944984197617
flow,61,0.0005990210920572281,0.0036762761883437634
flow,62,0.0005927201709710062,0.002389651257544756
flow,63,0.0005801688530482352,0.00254045519977808
flow,64,0.000560673070140183,0.003592737251892686
flow,65,0.0005572490626946092,0.0034463563933968544
flow,66,0.0005681185284629464,0.0037502674385905266
flow,67,0.0005929266917519271,0.003783211577683687
flow,68,0.0006321519613265991,0.0019408348016440868
flow,69,0.0006514568231068552,0.003505443222820759
flow,70,0.0006734217167831957,0.0032711513340473175
flow,71,0.0007028962136246264,0.0018086933996528387
flow,72,0.000715662376023829,0.002924464177340269
flow,73,0.0007110972655937076,0.003340943716466427
flow,74,0.0007102103554643691,0.002531586680561304
flow,75,0.0006937500438652933,0.0027243075892329216
flow,76,0.0006652714218944311,0.003133518388494849
flow,77,0.0006495082634501159,0.0022170478478074074
flow,78,0.0006211982108652592,0.0032781134359538555
flow,79,0.0006004925817251205,0.0024664667434990406
flow,80,0.000569736585021019,0.002943196799606085
flow,81,0.0005527356988750398,0.0024777334183454514
flow,82,0.0005291991401463747,0.002263773698359728
flow,83,0.0005012032343074679,0.0021117539145052433
flow,84,0.0004704203747678548,0.0025446361396461725
flow,85,0.00043757312232628465,0.003266667714342475
flow,86,0.00041586626321077347,0.003583036595955491
flow,87,0.00040804341551847756,0.0019278927939012647
flow,88,0.0003989740798715502,0.0025304951705038548
flow,89,0.00038465927354991436,0.002608927898108959
flow,90,0.0003648486454039812,0.003467419184744358
flow,91,0.0003555222356226295,0.003688615281134844
flow,92,0.00035877357004210353,0.002163657918572426
flow,93,0.0003581739729270339,0.002634903648868203
flow,94,0.0003533697745297104,0.0035072159953415394
flow,95,0.0003586979291867465,0.002308437367901206
flow,96,0.00035817749449051917,0.0036470936611294746
flow,97,0.0003722899709828198,0.002354241907596588
flow,98,0.000377605261746794,0.0030499885324388742
flow,99,0.0003859961871057749,0.003184341825544834
flow,100,0.0003986211959272623,0.0028997850604355335
packed,1,0.009693814441561699,0.008976406417787075
packed,2,0.007792491465806961,0.0034177200868725777
packed,3,0.007144130766391754,0.004138894844800234
packed,4,0.006703703664243221,0.0034582295920699835
packed,5,0.006363593973219395,0.004381042905151844
packed,6,0.00621815538033843,0.008795887231826782
packed,7,0.006001464556902647,0.0033536055125296116
packed,8,0.005737558007240295,0.00945043284446001
packed,9,0.005320489872246981,0.007126384414732456
packed,10,0.004871297162026167,0.011113861575722694
packed,11,0.004517467226833105,0.009415464475750923
packed,12,0.004292813129723072,0.009997444227337837
packed,13,0.004155086353421211,0.011866346932947636
packed,14,0.004023495130240917,0.006386532913893461
packed,15,0.0038564889691770077,0.004626570735126734
packed,16,0.0035665943287312984,0.005282743833959103
packed,17,0.0033533668611198664,0.004214459098875523
packed,18,0.003375064115971327,0.00387979275546968
packed,19,0.003590393578633666,0.009379361756145954
packed,20,0.0037318591494113207,0.005234196782112122
packed,21,0.003646513447165489,0.004293850157409906
packed,22,0.0033652866259217262,0.00837041437625885
packed,23,0.0029905198607593775,0.004725403152406216
packed,24,0.002683740109205246,0.009333744645118713
packed,25,0.002479173941537738,0.004674267955124378
packed,26,0.0023937963414937258,0.005001700483262539
packed,27,0.002337326295673847,0.009782983921468258
packed,28,0.002281274413689971,0.005008477717638016
packed,29,0.002217811532318592,0.009462983347475529
packed,30,0.0021433632355183363,0.008913309313356876
packed,31,0.0020624299068003893,0.004957957658916712
packed,32,0.0019816895946860313,0.008856051601469517
packed,33,0.0019413469126448035,0.008530722931027412
packed,34,0.0019205856369808316,0.005212964490056038
packed,35,0.0019442001357674599,0.008474411442875862
packed,36,0.0019392619142308831,0.008944186381995678
packed,37,0.0018760382663458586,0.004472990520298481
packed,38,0.001801203703507781,0.00845674891024828
packed,39,0.0016974681057035923,0.004980951547622681
packed,40,0.0016256842063739896,0.004417174030095339
packed,41,0.0015729619190096855,0.008240658789873123
packed,42,0.001520048244856298,0.005366024561226368
packed,43,0.0014841186348348856,0.0050863176584243774
packed,44,0.001463820575736463,0.00485855620354414
packed,45,0.001462589600123465,0.004162564408034086
packed,46,0.0014949287287890911,0.008720112033188343
packed,47,0.001509278081357479,0.005310704465955496
packed,48,0.001524673425592482,0.010018676519393921
packed,49,0.0014923909911885858,0.006605035625398159
packed,50,0.001425683731213212,0.003877340815961361
packed,51,0.0013796817511320114,0.010197363793849945
packed,52,0.0013289919588714838,0.00805407389998436
packed,53,0.0012894606916233897,0.00463569350540638
packed,54,0.0012675407342612743,0.009065692313015461
packed,55,0.0012425531167536974,0.008268083445727825
packed,56,0.0012141169281676412,0.008669838309288025
packed,57,0.00118180550634861,0.008930380456149578
packed,58,0.0011464364361017942,0.004393776413053274
packed,59,0.0011193972313776612,0.0045556663535535336
packed,60,0.0011248539667576551,0.007481877692043781
packed,61,0.001136472332291305,0.004203848075121641
packed,62,0.0011654802365228534,0.007353130728006363
packed,63,0.001151363248936832,0.008130799047648907
packed,64,0.001093402854166925,0.004221643321216106
packed,65,0.0010495377937331796,0.004593467339873314
packed,66,0.0010224154684692621,0.0046261390671133995
packed,67,0.001002833480015397,0.004520552232861519
packed,68,0.0009986102813854814,0.004640934988856316
packed,69,0.000978544820100069,0.004780520685017109
packed,70,0.0009701328235678375,0.004567216150462627
packed,71,0.0009736439678817987,0.004557930398732424
packed,72,0.0009635385358706117,0.009060051292181015
packed,73,0.0009427553159184754,0.004593248944729567
packed,74,0.0009367084712721407,0.008360980078577995
packed,75,0.0009232223383150995,0.008881880901753902
packed,76,0.0009039600845426321,0.0050980327650904655
packed,77,0.0008999643614515662,0.007498224265873432
packed,78,0.0008896904764696956,0.004371923394501209
packed,79,0.0008919341489672661,0.005690721794962883
packed,80,0.0008782675140537322,0.004179118201136589
packed,81,0.0008698042365722358,0.008915072306990623
packed,82,0.0008431729511357844,0.0049919672310352325
packed,83,0.0008065587608143687,0.0073812901973724365
packed,84,0.0007738649728707969,0.008631400763988495
packed,85,0.0007526315748691559,0.004395964089781046
packed,86,0.0007374747656285763,0.004798063077032566
packed,87,0.0007305110339075327,0.007836207747459412
packed,88,0.0007274814415723085,0.008562416769564152
packed,89,0.0007167302537709475,0.008325356990098953
packed,90,0.0006942635518498719,0.004078521393239498
packed,91,0.0006811473285779357,0.0045164055190980434
packed,92,0.0006832049693912268,0.006365029141306877
packed,93,0.0006709839799441397,0.007474529556930065
packed,94,0.0006472294335253537,0.005690394900739193
packed,95,0.0006355079240165651,0.010311905294656754
packed,96,0.0006201702635735273,0.0043571870774030685
packed,97,0.0006180643104016781,0.008370448835194111
packed,98,0.0006110419635660946,0.004921343643218279
packed,99,0.0006131653790362179,0.004460103809833527
packed,100,0.000628609792329371,0.00730457529425621
