action_unit_version,adaptation_buffer_ids,arm,c_env_ref_after,c_env_ref_before,c_env_samever_after,c_env_samever_before,c_hat_native_after,c_hat_native_before,contrast_error,delta_env_ref,delta_env_samever,delta_pred,encoder_version,false_improvement,gd_iter,model_version,mpc_iter,objective_version,predictor_version,real_history_id,run_id,sample_id,seed,shape,sign_correct,sign_env,sign_pred
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.016828473657369614,0.016726329922676086,0.016807762905955315,0.016705047339200974,0.004325130954384804,0.0043529062531888485,-0.00013049086555838585,0.00010214373469352722,0.00010271556675434113,-2.7775298804044724e-05,2,True,49,2,2,0,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.018112551420927048,0.01792732998728752,0.01809167116880417,0.017906874418258667,0.004255832638591528,0.00425654835999012,-0.0001855124719440937,0.00018522143363952637,0.0001847967505455017,-7.157213985919952e-07,2,True,74,2,2,0,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.01789213716983795,0.017892131581902504,0.017871681600809097,0.01787167601287365,0.004250364378094673,0.00425036670640111,-7.916241884231567e-09,5.587935447692871e-09,5.587935447692871e-09,-2.3283064365386963e-09,2,True,99,2,2,0,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.07468733191490173,0.029913725331425667,0.0746992975473404,0.029934953898191452,0.03010205551981926,0.022249262779951096,-0.03691155090928078,0.04477360658347607,0.04476434364914894,0.007852792739868164,3,False,0,3,3,0,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.022121865302324295,0.018834589049220085,0.022128192707896233,0.018843716010451317,0.00482103880494833,0.005366583354771137,-0.003830021247267723,0.00328727625310421,0.0032844766974449158,-0.0005455445498228073,3,True,24,3,3,0,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.0233368631452322,0.02355339378118515,0.023337630555033684,0.023554161190986633,0.0047051310539245605,0.004739317111670971,0.00018234457820653915,-0.00021653063595294952,-0.00021653063595294952,-3.418605774641037e-05,3,False,49,3,3,0,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.021530181169509888,0.021539341658353806,0.021534651517868042,0.02154381200671196,0.004641591105610132,0.004642512183636427,8.239410817623138e-06,-9.160488843917847e-06,-9.160488843917847e-06,-9.210780262947083e-07,3,False,74,3,3,0,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.021422889083623886,0.02142287977039814,0.02142735943198204,0.021427348256111145,0.004634122364223003,0.00463412469252944,-1.3504177331924438e-08,9.313225746154785e-09,1.1175870895385742e-08,-2.3283064365386963e-09,3,True,99,3,3,0,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.08405780047178268,0.03708457946777344,0.08411464095115662,0.037095807492733,0.035308126360177994,0.01885148510336876,-0.03056219220161438,0.04697322100400925,0.047018833458423615,0.016456641256809235,4,False,0,4,4,0,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.023637866601347923,0.020929206162691116,0.02365119382739067,0.020944561809301376,0.006196578033268452,0.006876528263092041,-0.0033865822479128838,0.002708660438656807,0.0027066320180892944,-0.0006799502298235893,4,True,24,4,4,0,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.02907811477780342,0.029409445822238922,0.029097940772771835,0.029430493712425232,0.0046049002557992935,0.004614207893610001,0.0003232453018426895,-0.0003313310444355011,-0.0003325529396533966,-9.307637810707092e-06,4,False,49,4,4,0,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.02801022306084633,0.027974825352430344,0.028030425310134888,0.027995027601718903,0.0041501810774207115,0.004155885428190231,-4.110205918550491e-05,3.539770841598511e-05,3.539770841598511e-05,-5.704350769519806e-06,4,True,74,4,4,0,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.0279596745967865,0.027959678322076797,0.027979876846075058,0.027979880571365356,0.004106032196432352,0.004106039181351662,-3.259629011154175e-09,-3.725290298461914e-09,-3.725290298461914e-09,-6.984919309616089e-09,4,False,99,4,4,0,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4""]",OFFICIAL_ADAJEPA,0.0060441456735134125,0.007234533317387104,0.006021661218255758,0.007212487980723381,0.005392325576394796,0.004427081905305386,0.0021560704335570335,-0.0011903876438736916,-0.0011908267624676228,0.0009652436710894108,5,False,0,5,5,0,5,s0_history_mpc5,pass1_valT_s0_official,0,1,T,False,-1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4""]",OFFICIAL_ADAJEPA,0.003806227119639516,0.00391759118065238,0.0037904996424913406,0.003901303745806217,0.0016939928755164146,0.0017286326037719846,7.616437505930662e-05,-0.00011136406101286411,-0.00011080410331487656,-3.4639728255569935e-05,5,False,24,5,5,0,5,s0_history_mpc5,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4""]",OFFICIAL_ADAJEPA,0.0032514063641428947,0.0033596521243453026,0.0032373247668147087,0.003345147706568241,0.0015380502445623279,0.0015391872730106115,0.00010668591130524874,-0.00010824576020240784,-0.00010782293975353241,-1.1370284482836723e-06,5,False,49,5,5,0,5,s0_history_mpc5,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4""]",OFFICIAL_ADAJEPA,0.0033057001419365406,0.0033296842593699694,0.003291343804448843,0.0033152110408991575,0.0015195357846096158,0.0015198125038295984,2.3590517230331898e-05,-2.3984117433428764e-05,-2.3867236450314522e-05,-2.7671921998262405e-07,5,False,74,5,5,0,5,s0_history_mpc5,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4""]",OFFICIAL_ADAJEPA,0.0033092692028731108,0.0033092668745666742,0.003294931026175618,0.0032949286978691816,0.001516748801805079,0.0015167491510510445,-2.6775524020195007e-09,2.3283064365386963e-09,2.3283064365386963e-09,-3.4924596548080444e-10,5,True,99,5,5,0,5,s0_history_mpc5,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5""]",OFFICIAL_ADAJEPA,0.009779371321201324,0.004123138263821602,0.009751467034220695,0.004112923517823219,0.004276953637599945,0.0024166139774024487,-0.0037782038561999798,0.005656233057379723,0.005638543516397476,0.0018603396601974964,6,False,0,6,6,0,6,s0_history_mpc6,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5""]",OFFICIAL_ADAJEPA,0.003573552006855607,0.0033376235514879227,0.0035622871946543455,0.0033273277804255486,0.00116220791824162,0.001227621571160853,-0.0003003730671480298,0.00023592845536768436,0.00023495941422879696,-6.541365291923285e-05,6,True,24,6,6,0,6,s0_history_mpc6,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5""]",OFFICIAL_ADAJEPA,0.003906724043190479,0.0038196875248104334,0.0038928757421672344,0.003806348890066147,0.0011038394877687097,0.0011016919743269682,-8.43793386593461e-05,8.703651838004589e-05,8.652685210108757e-05,2.1475134417414665e-06,6,False,49,6,6,0,6,s0_history_mpc6,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5""]",OFFICIAL_ADAJEPA,0.0038196321111172438,0.003815622068941593,0.0038064992986619473,0.0038024892564862967,0.0010956223122775555,0.0010957858758047223,-4.17360570281744e-06,4.010042175650597e-06,4.010042175650597e-06,-1.6356352716684341e-07,6,True,74,6,6,0,6,s0_history_mpc6,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5""]",OFFICIAL_ADAJEPA,0.0038181303534656763,0.0038181371055543423,0.0038051153533160686,0.0038051221054047346,0.0010950735304504633,0.001095073763281107,6.51925802230835e-09,-6.752088665962219e-09,-6.752088665962219e-09,-2.3283064365386963e-10,6,False,99,6,6,0,6,s0_history_mpc6,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6""]",OFFICIAL_ADAJEPA,0.006716457195580006,0.005139431916177273,0.006711561232805252,0.005129873752593994,0.004252759739756584,0.002995697781443596,-0.00032462552189826965,0.0015770252794027328,0.001581687480211258,0.0012570619583129883,7,False,0,7,7,0,7,s0_history_mpc7,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6""]",OFFICIAL_ADAJEPA,0.0029076766222715378,0.0030888477340340614,0.002903830725699663,0.0030840816907584667,0.001196453464217484,0.0012485558399930596,0.00012814858928322792,-0.00018117111176252365,-0.00018025096505880356,-5.210237577557564e-05,7,False,24,7,7,0,7,s0_history_mpc7,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6""]",OFFICIAL_ADAJEPA,0.003002054523676634,0.0029857908375561237,0.00300014391541481,0.002984111662954092,0.0010965097462758422,0.0010996462078765035,-1.9168714061379433e-05,1.62636861205101e-05,1.6032252460718155e-05,-3.1364616006612778e-06,7,True,49,7,7,0,7,s0_history_mpc7,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6""]",OFFICIAL_ADAJEPA,0.0029252981767058372,0.0029270832892507315,0.002923276275396347,0.0029250613879412413,0.0010870305122807622,0.0010871293488889933,1.6862759366631508e-06,-1.7851125448942184e-06,-1.7851125448942184e-06,-9.883660823106766e-08,7,False,74,7,7,0,7,s0_history_mpc7,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc2"", ""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6""]",OFFICIAL_ADAJEPA,0.0029412207659333944,0.00294122495688498,0.002939096884801984,0.0029391010757535696,0.001085661700926721,0.0010856620501726866,3.841705620288849e-09,-4.190951585769653e-09,-4.190951585769653e-09,-3.4924596548080444e-10,7,False,99,7,7,0,7,s0_history_mpc7,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7""]",OFFICIAL_ADAJEPA,0.008050256408751011,0.004127005580812693,0.008016646839678288,0.004121564794331789,0.004147539846599102,0.0026003445964306593,-0.0023478867951780558,0.003923250827938318,0.0038950820453464985,0.0015471952501684427,8,False,0,8,8,0,8,s0_history_mpc8,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7""]",OFFICIAL_ADAJEPA,0.002923764521256089,0.002656759461387992,0.0029160180129110813,0.002650566166266799,0.001195549382828176,0.001167768845334649,-0.0002376713091507554,0.0002670050598680973,0.00026545184664428234,2.7780537493526936e-05,8,False,24,8,8,0,8,s0_history_mpc8,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7""]",OFFICIAL_ADAJEPA,0.0025804711040109396,0.0026032680179923773,0.0025728782638907433,0.0025957708712667227,0.0010626160074025393,0.0010649325558915734,2.0576058886945248e-05,-2.2796913981437683e-05,-2.2892607375979424e-05,-2.316548489034176e-06,8,False,49,8,8,0,8,s0_history_mpc8,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7""]",OFFICIAL_ADAJEPA,0.002561713568866253,0.002576584694907069,0.0025540709029883146,0.0025689024478197098,0.0010569114238023758,0.0010570016456767917,1.4741322956979275e-05,-1.4871126040816307e-05,-1.483154483139515e-05,-9.022187441587448e-08,8,False,74,8,8,0,8,s0_history_mpc8,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc3"", ""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7""]",OFFICIAL_ADAJEPA,0.0025493470020592213,0.002549342345446348,0.002541814697906375,0.0025418102741241455,0.0010559498332440853,0.0010559498332440853,-4.423782229423523e-09,4.6566128730773926e-09,4.423782229423523e-09,0.0,8,False,99,8,8,0,8,s0_history_mpc8,pass1_valT_s0_official,0,1,T,False,1,0
pushobj_norm_envapi_v1,"[""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8""]",OFFICIAL_ADAJEPA,0.0052569834515452385,0.003617114620283246,0.005238458514213562,0.003609980456531048,0.004183150827884674,0.0026285075582563877,-7.383478805422783e-05,0.0016398688312619925,0.0016284780576825142,0.0015546432696282864,9,False,0,9,9,0,9,s0_history_mpc9,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8""]",OFFICIAL_ADAJEPA,0.002936979755759239,0.0030465652234852314,0.0029314833227545023,0.003039066679775715,0.0011490315664559603,0.001202153041958809,5.446188151836395e-05,-0.0001095854677259922,-0.00010758335702121258,-5.3121475502848625e-05,9,False,24,9,9,0,9,s0_history_mpc9,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8""]",OFFICIAL_ADAJEPA,0.0024421545676887035,0.002451203763484955,0.002437269315123558,0.002446339465677738,0.001057017594575882,0.0010561981471255422,9.88959800451994e-06,-9.049195796251297e-06,-9.070150554180145e-06,8.194474503397942e-07,9,False,49,9,9,0,9,s0_history_mpc9,pass1_valT_s0_official,0,1,T,False,-1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8""]",OFFICIAL_ADAJEPA,0.0026052650064229965,0.002607523463666439,0.002600370906293392,0.0026026275008916855,0.0010325798066332936,0.0010329860961064696,1.850305125117302e-06,-2.2584572434425354e-06,-2.2565945982933044e-06,-4.062894731760025e-07,9,False,74,9,9,0,9,s0_history_mpc9,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc4"", ""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8""]",OFFICIAL_ADAJEPA,0.002600638661533594,0.002600637264549732,0.0025957589969038963,0.002595757832750678,0.0010298977140337229,0.0010298981796950102,-1.6298145055770874e-09,1.3969838619232178e-09,1.1641532182693481e-09,-4.656612873077393e-10,9,True,99,9,9,0,9,s0_history_mpc9,pass1_valT_s0_official,0,1,T,False,1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8"", ""s0_executed_mpc9""]",OFFICIAL_ADAJEPA,0.005724730901420116,0.0038917092606425285,0.005677616223692894,0.003877305891364813,0.0059268902987241745,0.0031373039819300175,0.000989275984466076,0.0018330216407775879,0.0018003103323280811,0.002789586316794157,10,False,0,10,10,0,10,s0_history_mpc10,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8"", ""s0_executed_mpc9""]",OFFICIAL_ADAJEPA,0.0022464951034635305,0.0022383462637662888,0.0022317080292850733,0.002222927287220955,0.001247331267222762,0.0012318235822021961,6.726942956447601e-06,8.148839697241783e-06,8.780742064118385e-06,1.5507685020565987e-05,10,False,24,10,10,0,10,s0_history_mpc10,pass1_valT_s0_official,0,1,T,True,1,1
pushobj_norm_envapi_v1,"[""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8"", ""s0_executed_mpc9""]",OFFICIAL_ADAJEPA,0.00207965774461627,0.0021057031117379665,0.0020654117688536644,0.0020914783235639334,0.0011196419363841414,0.0011216365965083241,2.4071894586086273e-05,-2.6045367121696472e-05,-2.6066554710268974e-05,-1.994660124182701e-06,10,False,49,10,10,0,10,s0_history_mpc10,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8"", ""s0_executed_mpc9""]",OFFICIAL_ADAJEPA,0.002054241020232439,0.0020555048249661922,0.002040561754256487,0.00204182555899024,0.0011004882398992777,0.001100780675187707,9.71369445323944e-07,-1.2638047337532043e-06,-1.2638047337532043e-06,-2.9243528842926025e-07,10,False,74,10,10,0,10,s0_history_mpc10,pass1_valT_s0_official,0,1,T,True,-1,-1
pushobj_norm_envapi_v1,"[""s0_executed_mpc5"", ""s0_executed_mpc6"", ""s0_executed_mpc7"", ""s0_executed_mpc8"", ""s0_executed_mpc9""]",OFFICIAL_ADAJEPA,0.002069887239485979,0.002069886075332761,0.002056133234873414,0.0020561320707201958,0.0010978102218359709,0.0010978104546666145,-1.3969838619232178e-09,1.1641532182693481e-09,1.1641532182693481e-09,-2.3283064365386963e-10,10,True,99,10,10,0,10,s0_history_mpc10,pass1_valT_s0_official,0,1,T,False,1,-1
