arm,shape,n_contrasts,mae,rmse,spearman,sign_accuracy,false_improvement_count,false_improvement_rate_all,predicted_improvement_count,false_improvement_rate_given_predicted_improvement,mean_abs_delta_pred,mean_abs_delta_env_samever,max_env_worsening_under_predicted_improvement,encoder_coordinate_delta_mae
OFFICIAL_ADAJEPA,T,55,0.002674262528307736,0.008137407479021528,0.47873223207431137,0.6363636363636364,17,0.3090909090909091,39,0.4358974358974359,0.005922755711203949,0.008442104218358342,0.0032844766974449158,5.714286288077181e-06
