phase,split,run_id,arm,sample_id,adaptation_mpc_iter,next_query_mpc_iter,support_loss_delta,support_loss_improved,next_query_mae,next_query_thresholded_false_rate_all,next_query_sign_accuracy,next_query_max_env_worsening
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,10,11,-7.088808342814445e-05,True,0.001800377480685711,0.4,0.4,6.8568624556064606e-06
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,11,12,-0.0017176507972180843,True,0.0028639955446124075,0.0,1.0,5.718320608139038e-07
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,12,13,0.0007481249049305916,False,0.0010626171715557575,0.0,0.8,2.3283064365386963e-09
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,13,14,-0.0019370093941688538,True,0.0025434375274926424,0.0,1.0,1.862645149230957e-09
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,14,15,0.0007923424709588289,False,0.0009398030582815408,0.0,1.0,3.259629011154175e-09
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,15,16,-0.001815583324059844,True,0.00018830313347280027,0.2,0.8,2.3727770894765854e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,16,17,0.00047594448551535606,False,0.001059770630672574,0.0,0.8,5.057081580162048e-07
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,17,18,-0.0008571618236601353,True,0.0002565802540630102,0.4,0.4,1.0095536708831787e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,0,18,19,0.0006193979643285275,False,0.0014739776961505413,0.4,0.6,0.00015347637236118317
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,1,0,1,-0.007657893002033234,True,0.035384731739759444,0.2,0.6,0.0014118105173110962
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,1,1,2,-0.003588717430830002,True,0.015794191509485245,0.2,0.8,0.00034348294138908386
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,1,2,3,-0.004839340224862099,True,0.014375820755958557,0.4,0.6,0.0011637359857559204
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,1,3,4,-0.003572821617126465,True,0.04973030760884285,0.0,0.8,7.450580596923828e-08
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,1,4,5,-0.002998022362589836,True,0.005416388530284167,0.2,0.4,2.575572580099106e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,1,5,6,-0.002397165633738041,True,0.0021212104707956313,0.2,0.6,0.0006813195068389177
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,0,1,-0.010117340832948685,True,0.10405604019761086,0.4,0.4,0.03530538082122803
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,1,2,-0.006333673372864723,True,0.029560329765081404,0.2,0.8,0.0053965747356414795
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,2,3,-0.005025148391723633,True,0.021842125058174133,0.0,0.8,2.9802322387695312e-08
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,3,4,-0.006421912461519241,True,0.01921428143978119,0.0,1.0,0.0
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,4,5,-0.007077060639858246,True,0.003125164657831192,0.4,0.6,0.014277584850788116
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,5,6,-0.009011916816234589,True,0.002675672248005867,0.0,0.8,7.189810276031494e-07
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,6,7,-0.007375359535217285,True,0.002664746344089508,0.4,0.4,0.0008237622678279877
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,7,8,-0.0051965005695819855,True,0.0030095532536506655,0.6,0.4,0.002161175012588501
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,8,9,-0.005020029842853546,True,0.0009062051773071289,0.4,0.6,0.0014237947762012482
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,9,10,-0.007219105958938599,True,0.0018561355769634246,0.2,0.8,6.313249468803406e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,10,11,-0.008649036288261414,True,0.002121320366859436,0.6,0.4,0.009651020169258118
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,11,12,-0.0049729980528354645,True,0.0006290026009082794,0.6,0.4,0.00041574984788894653
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,12,13,-0.003387199714779854,True,0.0001339539885520935,0.6,0.4,0.00020187720656394958
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,13,14,-0.0035003945231437683,True,0.001626201719045639,0.4,0.4,0.00017246603965759277
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,14,15,-0.004283605143427849,True,0.001813565194606781,0.2,0.6,0.00028933584690093994
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,15,16,-0.00536971352994442,True,0.0008873753249645233,0.2,0.6,1.4923512935638428e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,16,17,-0.003937354311347008,True,0.00046166256070137026,0.0,1.0,3.241002559661865e-07
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,17,18,-0.0022956151515245438,True,0.00032613947987556455,0.4,0.4,0.00016613304615020752
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,2,18,19,-0.0023575518280267715,True,0.000752074271440506,0.2,0.4,0.0015862584114074707
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,0,1,-0.0055530983954668045,True,0.015989332646131515,0.2,0.8,0.00683969259262085
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,1,2,-0.0073746684938669205,True,0.012482405826449394,0.6,0.4,0.0010344982147216797
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,2,3,-0.005131825804710388,True,0.020223790779709816,0.4,0.4,0.08091342449188232
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,3,4,-0.003306351602077484,True,0.004697395116090774,0.4,0.6,0.00253140926361084
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,4,5,-0.003748249262571335,True,0.0015743272379040718,0.2,0.6,0.0004508215934038162
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,5,6,-0.005360350012779236,True,0.00032813772559165956,0.4,0.6,0.00015926267951726913
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,6,7,-0.0046034157276153564,True,0.00024655340239405633,0.0,1.0,3.6461278796195984e-07
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,7,8,-0.004274433478713036,True,0.0002394719049334526,0.4,0.6,0.0001541576348245144
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,8,9,-0.0025237901136279106,True,0.0002671605907380581,0.4,0.4,0.0006237300112843513
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,9,10,-0.0021502263844013214,True,0.0004813546314835548,0.2,0.6,1.3715587556362152e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,10,11,-0.0023896927013993263,True,0.0007039358839392662,0.2,0.8,4.454515874385834e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,11,12,-0.002669587731361389,True,0.00036352118477225306,0.2,0.8,0.00011126603931188583
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,12,13,-0.002524686511605978,True,0.000784013420343399,0.0,1.0,1.210719347000122e-08
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,13,14,-0.000858641229569912,True,0.0001652797684073448,0.4,0.6,0.00021855253726243973
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,14,15,-0.001714472658932209,True,0.00045108459889888766,0.4,0.6,2.35801562666893e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,15,16,-0.0014464352279901505,True,0.001264016330242157,0.4,0.6,0.003322445321828127
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,16,17,-0.0018855822272598743,True,0.0016618866473436355,0.4,0.6,0.0066877808421850204
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,17,18,0.0001614619977772236,False,0.001773077342659235,0.8,0.2,0.00641043484210968
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,3,18,19,-0.0004578963853418827,True,0.0018762709572911263,0.6,0.4,0.008712390437722206
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,0,1,-0.0053847599774599075,True,0.05898405909538269,0.0,0.4,0.0
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,1,2,-0.007455643266439438,True,0.02306726947426796,0.2,0.6,0.0017795078456401825
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,2,3,-0.006623644381761551,True,0.012553756684064865,0.2,0.6,5.636364221572876e-06
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,3,4,-0.00632525235414505,True,0.0091904666274786,0.2,0.8,0.0054427701979875565
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,4,5,-0.005492374300956726,True,0.0005383343435823917,0.0,0.6,1.1309515684843063e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,5,6,-0.003965189680457115,True,0.00019072294235229493,0.0,0.8,4.302710294723511e-07
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,6,7,-0.004438780248165131,True,0.0010178357362747193,0.0,0.8,0.0
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,7,8,-0.0030048713088035583,True,0.00047950325533747674,0.0,0.6,0.0
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,8,9,-0.0020203543826937675,True,4.370999522507191e-05,0.0,0.6,1.9406666979193687e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,9,10,-0.0011786152608692646,True,0.00021607596427202224,0.2,0.6,0.00014458457008004189
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,10,11,-0.0009591407142579556,True,0.0006754538975656032,0.2,0.6,4.913797602057457e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,11,12,-0.0007159952074289322,True,2.550133503973484e-05,0.2,0.6,1.2686941772699356e-06
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,12,13,-0.0009142190683633089,True,0.0014012301340699195,0.0,0.8,3.725290298461914e-09
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,13,14,-0.0006077268626540899,True,0.0006325129885226488,0.4,0.6,0.0001897546462714672
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,14,15,-0.0005382848903536797,True,0.0011490013916045428,0.2,0.6,1.3372860848903656e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,15,16,-0.0006773306522518396,True,7.586372084915638e-05,0.2,0.6,7.698824629187584e-05
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,16,17,-0.0005693063139915466,True,0.0001097109168767929,0.0,1.0,0.0
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,17,18,-0.00021254061721265316,True,0.0013291843235492707,0.2,0.4,0.0052289352752268314
ood,val_I,ood_valI_predictor_only_n5,PREDICTOR_ONLY,4,18,19,-0.0005254850257188082,True,0.001988804154098034,0.0,0.8,9.271316230297089e-07
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,0,0,1,-0.006156870163977146,True,0.019619778916239738,0.2,0.6,0.00036977604031562805
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,0,1,2,-0.004215276800096035,True,0.007043874636292457,0.2,0.6,0.0009282082319259644
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,0,2,3,-0.0022902279160916805,True,0.0058956600725650786,0.6,0.2,0.01566324383020401
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,0,3,4,-0.002197792287915945,True,0.0023259960114955904,0.6,0.4,0.00029947422444820404
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,1,0,1,-0.004834123887121677,True,0.13237347975373268,0.2,0.6,0.0005141794681549072
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,1,1,2,-0.0014781821519136429,True,0.0710693746805191,0.2,0.6,0.006707891821861267
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,1,2,3,-0.00161760114133358,True,0.012781773507595063,0.2,0.8,0.00434865802526474
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,1,3,4,-0.001506501343101263,True,0.002633558213710785,0.4,0.6,0.0018982961773872375
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,1,4,5,-0.002519538626074791,True,0.0011202044785022735,0.4,0.6,0.0012211576104164124
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,1,5,6,-0.0005589155480265617,True,0.0018725401954725386,0.2,0.6,0.00023678410798311234
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,1,6,7,-0.003619534894824028,True,0.000648810900747776,0.0,0.8,0.0
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,2,0,1,-0.004281165543943644,True,0.04065940119326115,0.4,0.6,0.03371851146221161
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,2,1,2,-0.00215335376560688,True,0.019777735695242882,0.6,0.2,0.006783351302146912
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,2,2,3,-0.0009460155852138996,True,0.03254997506737709,0.2,0.6,0.0004514828324317932
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,2,3,4,-0.0009558345191180706,True,0.01435510590672493,0.6,0.4,0.008814491331577301
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,2,4,5,-0.0007033499423414469,True,0.002803851244971156,0.2,0.6,2.200249582529068e-06
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,3,0,1,-0.0021335394121706486,True,0.003961385041475296,0.4,0.6,0.003428831696510315
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,3,1,2,-0.0018670270219445229,True,0.008890693914145232,0.2,0.8,0.03027857793495059
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,3,2,3,-0.00110955024138093,True,0.012147781625390052,0.2,0.4,0.037385374307632446
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,3,3,4,-0.001686964649707079,True,0.001236116699874401,0.0,1.0,0.0
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,0,1,-0.0019933064468204975,True,0.11962139531970024,0.4,0.4,0.07141032814979553
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,1,2,-0.0024838154204189777,True,0.041250815987586974,0.0,1.0,0.0
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,2,3,-0.0009635896421968937,True,0.019591810554265975,0.0,1.0,0.0
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,3,4,-0.0011727558448910713,True,0.012973801791667938,0.2,0.8,0.014655135571956635
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,4,5,-0.0016333474777638912,True,0.0036160919815301897,0.2,0.8,0.0002820827066898346
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,5,6,-0.0032646171748638153,True,0.001738070510327816,0.2,0.6,0.0001059090718626976
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,6,7,-0.004706891253590584,True,0.0035108617506921292,0.0,0.6,0.0
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,7,8,-0.006035730242729187,True,0.003036422003060579,0.6,0.4,0.003611017018556595
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,8,9,-0.002827918156981468,True,0.0019026044756174088,0.2,0.8,0.0003775469958782196
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,9,10,-0.0014242231845855713,True,0.0001460755243897438,0.2,0.8,9.297393262386322e-06
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,10,11,-0.000430684769526124,True,0.0039413940161466595,0.2,0.8,0.008974690921604633
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,11,12,-4.6810368075966835e-05,True,0.0005558795295655727,0.2,0.4,0.00032924581319093704
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,12,13,-0.0004930385621264577,True,0.0013189982622861863,0.0,0.8,0.0
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,13,14,0.0002513949293643236,False,0.0022364554926753042,0.4,0.6,0.0005252659320831299
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,14,15,-0.0004901271313428879,True,0.0024239878170192243,0.0,0.8,0.0
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,15,16,0.0003986980300396681,False,0.0019040621817111969,0.2,0.6,1.64741650223732e-05
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,16,17,-0.0005177297862246633,True,0.0030122043564915655,0.4,0.6,0.0002144947648048401
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,17,18,0.00024113792460411787,False,0.00799248656257987,0.2,0.4,8.722767233848572e-06
ood,val_small_tee,ood_smalltee_official_n5,OFFICIAL_ADAJEPA,4,18,19,-0.0001611055340617895,True,0.0023095143027603627,0.2,0.8,2.6946887373924255e-05
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,0,0,1,-0.005222238600254059,True,0.01983650214970112,0.0,1.0,7.450580596923828e-09
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,0,1,2,-0.004039865918457508,True,0.007013265043497086,0.2,0.8,0.0024636834859848022
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,0,2,3,-0.0024763094261288643,True,0.004432316496968269,0.4,0.6,0.003806270658969879
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,0,3,4,-0.0025950372219085693,True,0.009350458905100823,0.4,0.4,0.004165936261415482
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,1,0,1,-0.00393658597022295,True,0.13751412853598594,0.2,0.6,0.0020755231380462646
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,1,1,2,-0.0017992337234318256,True,0.09471936114132404,0.2,0.6,0.0018376410007476807
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,1,2,3,-0.0012459233403205872,True,0.06447847783565522,0.4,0.6,0.0014678537845611572
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,1,3,4,-0.0015340270474553108,True,0.0021147264167666437,0.2,0.6,1.1704862117767334e-05
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,1,4,5,-0.0022701844573020935,True,0.00016085640527307987,0.2,0.8,8.035451173782349e-05
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,1,5,6,-0.0025348346680402756,True,0.0024321339558809997,0.2,0.4,4.7410838305950165e-05
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,1,6,7,-0.002442324534058571,True,0.0008858097717165947,0.0,0.4,0.0
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,2,0,1,-0.0032373368740081787,True,0.022960014268755914,0.2,0.8,0.011976450681686401
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,2,1,2,-0.0021286867558956146,True,0.015125127509236336,0.2,0.6,2.5350600481033325e-05
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,2,2,3,-0.0009537111036479473,True,0.03382101133465767,0.2,0.6,1.090019941329956e-05
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,2,3,4,-0.0008450625464320183,True,0.033802105858922,0.2,0.6,3.325939178466797e-05
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,2,4,5,-0.0007901398930698633,True,0.002512122131884098,0.2,0.6,4.79305163025856e-06
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,3,0,1,-0.001643090508878231,True,0.004081322252750397,0.4,0.6,0.006898801773786545
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,3,1,2,-0.0017266450449824333,True,0.005881549045443535,0.2,0.6,0.02445673570036888
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,3,2,3,-0.0010738726705312729,True,0.008232577890157699,0.4,0.6,0.03514508903026581
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,3,3,4,-0.0012324759736657143,True,0.0013692576438188552,0.2,0.6,0.00024903006851673126
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,3,4,5,-0.0007790061645209789,True,0.0009360501077026129,0.4,0.6,0.0006318148225545883
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,0,1,-0.0020095226354897022,True,0.11897063553333283,0.2,0.6,0.009017378091812134
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,1,2,-0.001471975352615118,True,0.007710423693060875,0.0,1.0,0.0
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,2,3,-0.0010544899851083755,True,0.03295842409133911,0.2,0.6,0.004791855812072754
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,3,4,-0.0010266909375786781,True,0.02323979213833809,0.4,0.4,0.004011247307062149
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,4,5,-0.001126980409026146,True,0.001865232177078724,0.2,0.6,0.00036623841151595116
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,5,6,-0.0011924346908926964,True,0.005584508553147316,0.4,0.6,0.0033991746604442596
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,6,7,-0.0012294519692659378,True,0.0015567010268568993,0.0,1.0,0.0
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,7,8,-0.0017247013747692108,True,0.005330797843635082,0.2,0.8,0.00043965503573417664
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,8,9,-0.0010170605964958668,True,0.0006843196228146553,0.2,0.6,0.0018923226743936539
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,9,10,-0.000884705688804388,True,0.0020633132196962835,0.2,0.6,0.002607956063002348
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,10,11,6.303749978542328e-05,False,0.0038666282780468464,0.2,0.4,0.00032498128712177277
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,11,12,-0.0007410547696053982,True,0.0031821032986044883,0.4,0.6,0.001301049254834652
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,12,13,2.8686365112662315e-05,False,0.0021716928109526633,0.2,0.6,0.00016276584938168526
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,13,14,-0.00021085154730826616,True,0.009950137883424758,0.0,0.8,0.0
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,14,15,-0.00014454510528594255,True,0.002304936898872256,0.4,0.6,0.001962426584213972
ood,val_small_tee,ood_smalltee_predictor_only_n5,PREDICTOR_ONLY,4,15,16,4.7196983359754086e-05,False,0.0025220305193215608,0.4,0.6,0.0017990898340940475
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,0,1,-0.0016219033859670162,True,0.002705577202141285,0.2,0.8,8.13603401184082e-05
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,1,2,-0.0039019486866891384,True,0.006681777909398079,0.4,0.6,0.0002044886350631714
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,2,3,-0.01673927903175354,True,0.004882427304983139,0.2,0.8,0.0012178421020507812
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,3,4,-0.017108678817749023,True,0.009126091003417968,0.4,0.6,0.023253142833709717
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,4,5,-0.015142075717449188,True,0.0005005095154047012,0.2,0.8,2.216547727584839e-06
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,5,6,-0.013451706618070602,True,0.0009960375726222992,0.2,0.8,0.0016143321990966797
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,6,7,-0.010206282138824463,True,0.000510554015636444,0.2,0.6,3.523007035255432e-05
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,7,8,-0.0048210229724645615,True,0.00036387555301189425,0.2,0.6,7.680431008338928e-05
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,8,9,-0.003023320809006691,True,0.0010365180671215058,0.2,0.4,0.004779253154993057
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,9,10,-0.0006559812463819981,True,0.0009832415729761125,0.2,0.4,0.0037984736263751984
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,10,11,-0.0017632113303989172,True,0.0006768926978111267,0.2,0.6,4.462897777557373e-06
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,11,12,-0.0002225707285106182,True,0.0007162775844335556,0.0,0.6,0.0
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,12,13,-0.0003068186342716217,True,0.0009918227791786195,0.4,0.4,0.004107486456632614
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,13,14,-0.00036262371577322483,True,0.000919274240732193,0.2,0.8,5.261227488517761e-05
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,14,15,-0.00019334652461111546,True,0.0006265506148338318,0.2,0.6,0.002652890980243683
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,15,16,-0.0003227789420634508,True,0.0002782195806503296,0.4,0.4,0.00014726072549819946
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,16,17,-3.6274315789341927e-05,True,0.0014797739684581756,0.6,0.2,0.005911089479923248
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,17,18,-0.0009285886771976948,True,0.0024733670055866242,0.4,0.6,0.0004670284688472748
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,0,18,19,1.5768688172101974e-05,False,0.0016090556979179381,0.2,0.8,6.042420864105225e-06
ood,val_square,ood_square_official_n5,OFFICIAL_ADAJEPA,1,0,1,-0.0027751699090003967,True,0.17630304023623466,0.4,0.6,0.6951361298561096
