phase,split,run_path,action_unit_version,arm,encoder_version,environment_metric_abs_error,model_version,mpc_iter,native_same_version_cost_abs_error,native_same_version_cost_online,native_same_version_cost_replay,objective_version,oracle_wall_s,passed,predictor_version,prefix_environment_actions,prefix_model_actions,proprio_max_abs_error,real_history_id,rgb_exact_pixel_match_rate,rgb_max_abs_error,rgb_mean_abs_error,run_id,sample_id,seed,shape,sidecar,state_max_abs_error
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,0,0.0,0.7687517404556274,0.7687517404556274,0,0.003707600000000255,True,0,0,0,0.0,s0_history_mpc0,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc0_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,1,0.0,0.5075474977493286,0.5075474977493286,0,0.014581200000000294,True,0,5,1,0.0,s0_history_mpc1,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc1_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,2,0.0,0.29073724150657654,0.29073724150657654,0,0.031297700000003204,True,0,10,2,0.0,s0_history_mpc2,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc2_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,3,0.0,0.12177351117134094,0.12177351117134094,0,0.048617400000001254,True,0,15,3,0.0,s0_history_mpc3,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc3_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,4,0.0,0.09058825671672821,0.09058825671672821,0,0.06883189999999928,True,0,20,4,0.0,s0_history_mpc4,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc4_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,5,0.0,0.11203299462795258,0.11203299462795258,0,0.0804227999999938,True,0,25,5,0.0,s0_history_mpc5,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc5_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,6,0.0,0.04044196009635925,0.04044196009635925,0,0.09335060000000084,True,0,30,6,0.0,s0_history_mpc6,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc6_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,7,0.0,0.03241047263145447,0.03241047263145447,0,0.10858230000000191,True,0,35,7,0.0,s0_history_mpc7,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc7_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,8,0.0,0.032064445316791534,0.032064445316791534,0,0.12067049999998858,True,0,40,8,0.0,s0_history_mpc8,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc8_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,9,0.0,0.030406691133975983,0.030406691133975983,0,0.13336650000000816,True,0,45,9,0.0,s0_history_mpc9,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc9_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,10,0.0,0.030453220009803772,0.030453220009803772,0,0.14059480000000235,True,0,50,10,0.0,s0_history_mpc10,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc10_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,11,0.0,0.030250610783696175,0.030250610783696175,0,0.14617459999999483,True,0,55,11,0.0,s0_history_mpc11,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc11_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,12,0.0,0.03284575417637825,0.03284575417637825,0,0.15059939999999017,True,0,60,12,0.0,s0_history_mpc12,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc12_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,13,0.0,0.0315948948264122,0.0315948948264122,0,0.16574939999999572,True,0,65,13,0.0,s0_history_mpc13,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc13_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,14,0.0,0.0317649319767952,0.0317649319767952,0,0.17561220000000333,True,0,70,14,0.0,s0_history_mpc14,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc14_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,15,0.0,0.03149832412600517,0.03149832412600517,0,0.18595229999999674,True,0,75,15,0.0,s0_history_mpc15,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc15_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,16,0.0,0.032774243503808975,0.032774243503808975,0,0.1950377000000003,True,0,80,16,0.0,s0_history_mpc16,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc16_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,17,0.0,0.03126700595021248,0.03126700595021248,0,0.21341639999999984,True,0,85,17,0.0,s0_history_mpc17,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc17_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,18,0.0,0.03172741085290909,0.03172741085290909,0,0.21124530000000163,True,0,90,18,0.0,s0_history_mpc18,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc18_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,19,0.0,0.03219251334667206,0.03219251334667206,0,0.2376265999999987,True,0,95,19,0.0,s0_history_mpc19,1.0,0,0.0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_history_mpc19_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,0,0.0,0.06896054744720459,0.06896054744720459,0,0.0030842999999833864,True,0,0,0,0.0,s1_history_mpc0,1.0,0,0.0,dev_valT_frozen_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_001\s1_history_mpc0_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,1,0.0,0.04448016360402107,0.04448016360402107,0,0.018645399999996926,True,0,5,1,0.0,s1_history_mpc1,1.0,0,0.0,dev_valT_frozen_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_001\s1_history_mpc1_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,2,0.0,0.035319916903972626,0.035319916903972626,0,0.02905160000000251,True,0,10,2,0.0,s1_history_mpc2,1.0,0,0.0,dev_valT_frozen_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_001\s1_history_mpc2_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,3,0.0,0.04477204382419586,0.04477204382419586,0,0.04761579999998844,True,0,15,3,0.0,s1_history_mpc3,1.0,0,0.0,dev_valT_frozen_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_001\s1_history_mpc3_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,4,0.0,0.05687359720468521,0.05687359720468521,0,0.06448299999999563,True,0,20,4,0.0,s1_history_mpc4,1.0,0,0.0,dev_valT_frozen_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_001\s1_history_mpc4_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,5,0.0,0.03743905574083328,0.03743905574083328,0,0.08725899999998887,True,0,25,5,0.0,s1_history_mpc5,1.0,0,0.0,dev_valT_frozen_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_001\s1_history_mpc5_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,0,0.0,3.1055209636688232,3.1055209636688232,0,0.0027310000000113632,True,0,0,0,0.0,s2_history_mpc0,1.0,0,0.0,dev_valT_frozen_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_002\s2_history_mpc0_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,1,0.0,2.423819065093994,2.423819065093994,0,0.020966299999997773,True,0,5,1,0.0,s2_history_mpc1,1.0,0,0.0,dev_valT_frozen_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_002\s2_history_mpc1_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,2,0.0,1.5909640789031982,1.5909640789031982,0,0.03700420000001259,True,0,10,2,0.0,s2_history_mpc2,1.0,0,0.0,dev_valT_frozen_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_002\s2_history_mpc2_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,3,0.0,0.9424833059310913,0.9424833059310913,0,0.0584801999999911,True,0,15,3,0.0,s2_history_mpc3,1.0,0,0.0,dev_valT_frozen_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_002\s2_history_mpc3_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,4,0.0,0.4808773100376129,0.4808773100376129,0,0.08287949999999,True,0,20,4,0.0,s2_history_mpc4,1.0,0,0.0,dev_valT_frozen_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_002\s2_history_mpc4_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,FROZEN,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,5,0.0,0.11049607396125793,0.11049607396125793,0,0.09345100000001594,True,0,25,5,0.0,s2_history_mpc5,1.0,0,0.0,dev_valT_frozen_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_002\s2_history_mpc5_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,0,0.0,0.7687517404556274,0.7687517404556274,0,0.003967599999999294,True,0,0,0,0.0,s0_history_mpc0,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc0_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,1,"{""state_dist"": 0.0, ""success"": 0.0}",1,1,0.0,0.5076594352722168,0.5076594352722168,0,0.021327299999999383,True,1,5,1,0.0,s0_history_mpc1,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc1_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,2,"{""state_dist"": 0.0, ""success"": 0.0}",2,2,0.0,0.28032028675079346,0.28032028675079346,0,0.035598999999997716,True,2,10,2,0.0,s0_history_mpc2,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc2_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,3,"{""state_dist"": 0.0, ""success"": 0.0}",3,3,0.0,0.14120818674564362,0.14120818674564362,0,0.05449769999999887,True,3,15,3,0.0,s0_history_mpc3,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc3_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,4,"{""state_dist"": 0.0, ""success"": 0.0}",4,4,0.0,0.11157406121492386,0.11157406121492386,0,0.0665805000000006,True,4,20,4,0.0,s0_history_mpc4,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc4_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,5,"{""state_dist"": 0.0, ""success"": 0.0}",5,5,0.0,0.11343424022197723,0.11343424022197723,0,0.08284929999999946,True,5,25,5,0.0,s0_history_mpc5,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc5_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,6,"{""state_dist"": 0.0, ""success"": 0.0}",6,6,0.0,0.04537954553961754,0.04537954553961754,0,0.10351659999999896,True,6,30,6,0.0,s0_history_mpc6,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc6_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,7,"{""state_dist"": 0.0, ""success"": 0.0}",7,7,0.0,0.019929924979805946,0.019929924979805946,0,0.11820829999999205,True,7,35,7,0.0,s0_history_mpc7,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc7_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,8,"{""state_dist"": 0.0, ""success"": 0.0}",8,8,0.0,0.02761930599808693,0.02761930599808693,0,0.12287699999998836,True,8,40,8,0.0,s0_history_mpc8,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc8_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,9,"{""state_dist"": 0.0, ""success"": 0.0}",9,9,0.0,0.0215347558259964,0.0215347558259964,0,0.13670050000000344,True,9,45,9,0.0,s0_history_mpc9,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc9_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,10,"{""state_dist"": 0.0, ""success"": 0.0}",10,10,0.0,0.021868867799639702,0.021868867799639702,0,0.14571519999999794,True,10,50,10,0.0,s0_history_mpc10,1.0,0,0.0,dev_valT_official_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_000\s0_history_mpc10_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,0,0.0,0.06896054744720459,0.06896054744720459,0,0.002617400000005432,True,0,0,0,0.0,s1_history_mpc0,1.0,0,0.0,dev_valT_official_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_001\s1_history_mpc0_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,1,"{""state_dist"": 0.0, ""success"": 0.0}",1,1,0.0,0.04451018571853638,0.04451018571853638,0,0.018839500000012777,True,1,5,1,0.0,s1_history_mpc1,1.0,0,0.0,dev_valT_official_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_001\s1_history_mpc1_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,2,"{""state_dist"": 0.0, ""success"": 0.0}",2,2,0.0,0.038231879472732544,0.038231879472732544,0,0.0395298999999909,True,2,10,2,0.0,s1_history_mpc2,1.0,0,0.0,dev_valT_official_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_001\s1_history_mpc2_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,3,"{""state_dist"": 0.0, ""success"": 0.0}",3,3,0.0,0.03957921266555786,0.03957921266555786,0,0.0466754999999921,True,3,15,3,0.0,s1_history_mpc3,1.0,0,0.0,dev_valT_official_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_001\s1_history_mpc3_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,4,"{""state_dist"": 0.0, ""success"": 0.0}",4,4,0.0,0.058146022260189056,0.058146022260189056,0,0.07070260000000417,True,4,20,4,0.0,s1_history_mpc4,1.0,0,0.0,dev_valT_official_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_001\s1_history_mpc4_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,5,"{""state_dist"": 0.0, ""success"": 0.0}",5,5,0.0,0.04969867318868637,0.04969867318868637,0,0.0858353000000136,True,5,25,5,0.0,s1_history_mpc5,1.0,0,0.0,dev_valT_official_n3,1,101,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_001\s1_history_mpc5_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,0,"{""state_dist"": 0.0, ""success"": 0.0}",0,0,0.0,3.1055209636688232,3.1055209636688232,0,0.0026370000000213167,True,0,0,0,0.0,s2_history_mpc0,1.0,0,0.0,dev_valT_official_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_002\s2_history_mpc0_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,1,"{""state_dist"": 0.0, ""success"": 0.0}",1,1,0.0,2.4362130165100098,2.4362130165100098,0,0.017858300000000327,True,1,5,1,0.0,s2_history_mpc1,1.0,0,0.0,dev_valT_official_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_002\s2_history_mpc1_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,2,"{""state_dist"": 0.0, ""success"": 0.0}",2,2,0.0,1.6149871349334717,1.6149871349334717,0,0.03595669999998563,True,2,10,2,0.0,s2_history_mpc2,1.0,0,0.0,dev_valT_official_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_002\s2_history_mpc2_anchor.npz,0.0
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2,pushobj_norm_envapi_v1,OFFICIAL_ADAJEPA,3,"{""state_dist"": 0.0, ""success"": 0.0}",3,3,0.0,0.9491124749183655,0.9491124749183655,0,0.06681389999999965,True,3,15,3,0.0,s2_history_mpc3,1.0,0,0.0,dev_valT_official_n3,2,201,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_official_n3_attempt2\oracle\sample_002\s2_history_mpc3_anchor.npz,0.0
