phase,split,arm,mpc_iter,shape,n_contrasts,n_samples,aggregation_unit,mae,rmse,spearman,sign_accuracy,false_improvement_count,false_improvement_rate_all,predicted_improvement_count,false_improvement_rate_given_predicted_improvement,numerical_tie_epsilon,thresholded_sign_accuracy_all,thresholded_false_improvement_count,thresholded_false_improvement_rate_all,thresholded_predicted_improvement_count,thresholded_false_improvement_rate_given_predicted_improvement,mean_abs_delta_pred,mean_abs_delta_env_samever,max_env_worsening_under_predicted_improvement,encoder_coordinate_delta_mae
development,val_T,OFFICIAL_ADAJEPA,9,T,5,1,contrast (repeated within episode; not independent samples),2.800764050334692e-05,4.127687063219883e-05,0.7,0.6,1,0.2,3,0.3333333333333333,1e-06,0.6,0,0.0,1,0.0,0.0003217981895431876,0.0003494778648018837,1.1641532182693481e-09,2.6831869035959245e-06
development,val_T,OFFICIAL_ADAJEPA,10,T,5,1,contrast (repeated within episode; not independent samples),0.00020420951768755912,0.00044255906382592087,0.9999999999999999,0.8,1,0.2,3,0.3333333333333333,1e-06,0.8,0,0.0,1,0.0,0.0005614762660115958,0.000367284519597888,1.1641532182693481e-09,6.672879680991173e-06
development,val_T,PREDICTOR_ONLY,0,T,15,3,contrast (repeated within episode; not independent samples),0.007548166283716758,0.017538485913445024,0.7178571428571427,0.6666666666666666,4,0.26666666666666666,14,0.2857142857142857,1e-06,0.7333333333333333,3,0.2,11,0.2727272727272727,0.0414023044363906,0.04384650990056495,0.00013403967022895813,0.0
development,val_T,PREDICTOR_ONLY,1,T,15,3,contrast (repeated within episode; not independent samples),0.002077363555630048,0.005890691107441246,0.5951745003935672,0.6,5,0.3333333333333333,11,0.45454545454545453,1e-06,0.6666666666666666,3,0.2,7,0.42857142857142855,0.003055185762544473,0.0050798513616124785,0.0009675566107034683,0.0
development,val_T,PREDICTOR_ONLY,2,T,10,2,contrast (repeated within episode; not independent samples),0.005250832717865706,0.010505793060134942,0.06666666666666665,0.4,4,0.4,6,0.6666666666666666,1e-06,0.5,2,0.2,4,0.5,0.0037518579512834547,0.00579318730160594,0.0005583781749010086,0.0
development,val_T,PREDICTOR_ONLY,3,T,10,2,contrast (repeated within episode; not independent samples),0.00498627657070756,0.012993634501158284,0.6606060606060605,0.6,4,0.4,8,0.5,1e-06,0.8,2,0.2,6,0.3333333333333333,0.0015431276522576808,0.005318806041032076,0.0025468263775110245,0.0
development,val_T,PREDICTOR_ONLY,4,T,10,2,contrast (repeated within episode; not independent samples),0.005187914567068219,0.012636553983468995,0.28484848484848485,0.5,3,0.3,6,0.5,1e-06,0.7,2,0.2,4,0.5,0.005235235253348946,0.010126778110861778,0.005506239831447601,0.0
development,val_T,PREDICTOR_ONLY,5,T,10,2,contrast (repeated within episode; not independent samples),0.0005862369667738676,0.0012796965557085628,0.41818181818181815,0.7,2,0.2,7,0.2857142857142857,1e-06,0.8,0,0.0,3,0.0,0.00037857324350625275,0.0006695426069200039,9.606452658772469e-05,0.0
development,val_T,PREDICTOR_ONLY,6,T,5,1,contrast (repeated within episode; not independent samples),0.0009862053906545044,0.001944549889032574,0.0,0.4,2,0.4,3,0.6666666666666666,1e-06,0.4,2,0.4,2,1.0,0.0004725508624687791,0.001439959043636918,0.0003535009454935789,0.0
development,val_T,PREDICTOR_ONLY,7,T,5,1,contrast (repeated within episode; not independent samples),0.0007431420031934977,0.0015477652005926553,-0.09999999999999999,0.8,0,0.0,4,0.0,1e-06,0.6,0,0.0,2,0.0,0.0001878745388239622,0.0005810707807540894,0.0,0.0
development,val_T,PREDICTOR_ONLY,8,T,5,1,contrast (repeated within episode; not independent samples),0.0007022219942882657,0.0014715378222840488,0.0,0.4,2,0.4,3,0.6666666666666666,1e-06,0.6,1,0.2,1,1.0,0.0009142468916252255,0.00026214723475277425,0.00010924297384917736,0.0
development,val_T,PREDICTOR_ONLY,9,T,5,1,contrast (repeated within episode; not independent samples),0.0003059385227970779,0.000663950859828199,0.19999999999999998,0.4,1,0.2,2,0.5,1e-06,0.4,0,0.0,0,,0.00017284074565395712,0.00047025610692799094,1.6298145055770874e-09,0.0
development,val_T,PREDICTOR_ONLY,10,T,5,1,contrast (repeated within episode; not independent samples),0.00034178948262706397,0.0006571487563277763,0.09999999999999999,0.4,3,0.6,4,0.75,1e-06,0.4,2,0.4,2,1.0,0.0007777183665893972,0.0005100296577438713,0.00012206402607262135,0.0
development,val_L,FROZEN,0,L,15,3,contrast (repeated within episode; not independent samples),0.014549974258989096,0.029427595397818022,0.6749999999999999,0.7333333333333333,3,0.2,13,0.23076923076923078,1e-06,0.8,2,0.13333333333333333,10,0.2,0.057139865960925816,0.05765040057400862,0.003438718616962433,0.0
development,val_L,FROZEN,1,L,15,3,contrast (repeated within episode; not independent samples),0.010532298389201363,0.02718380912695753,0.4535714285714285,0.6,4,0.26666666666666666,10,0.4,1e-06,0.6666666666666666,3,0.2,7,0.42857142857142855,0.003940279611075918,0.014224111723403135,0.0035499539226293564,0.0
