phase,split,run_path,action_unit_version,adaptation_buffer_ids,arm,c_env_ref,c_env_ref_proprio,c_env_ref_visual,c_env_samever,c_env_samever_proprio,c_env_samever_visual,c_hat_native,candidate,candidate_environment_actions,candidate_model_actions,encoder_version,gd_iter,model_version,mpc_iter,objective_coefficients,objective_stage,objective_version,official_environment_metrics,oracle_wall_s,predictor_version,real_history_id,run_id,sample_id,seed,shape,sidecar
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.76871657371521,0.26415061950683594,0.504565954208374,0.76871657371521,0.26415061950683594,0.504565954208374,0.671438455581665,u_before,25,5,0,0,0,0,,terminal,0,"{""state_dist"": 193.06689453125, ""success"": false}",0.05320399999999914,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g0_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.5041932463645935,0.1852407306432724,0.3189525008201599,0.5041932463645935,0.1852407306432724,0.3189525008201599,0.4178670644760132,u_after,25,5,0,0,0,0,,terminal,0,"{""state_dist"": 164.05384826660156, ""success"": false}",0.05861510000000081,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g0_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.06062638387084007,0.00374113442376256,0.0568852499127388,0.06062638387084007,0.00374113442376256,0.0568852499127388,0.02986576221883297,u_before,25,5,0,24,0,0,,terminal,0,"{""state_dist"": 22.961027145385742, ""success"": false}",0.054051899999999264,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g24_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.05752919614315033,0.003781326813623309,0.05374787002801895,0.05752919614315033,0.003781326813623309,0.05374787002801895,0.027507871389389038,u_after,25,5,0,24,0,0,,terminal,0,"{""state_dist"": 23.122722625732422, ""success"": false}",0.08273379999999975,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g24_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.017065290361642838,0.002452438697218895,0.014612851664423943,0.017065290361642838,0.002452438697218895,0.014612851664423943,0.00593528151512146,u_before,25,5,0,49,0,0,,terminal,0,"{""state_dist"": 18.74701690673828, ""success"": true}",0.05592659999999938,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g49_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.017199330031871796,0.002257887739688158,0.01494144182652235,0.017199330031871796,0.002257887739688158,0.01494144182652235,0.005829726345837116,u_after,25,5,0,49,0,0,,terminal,0,"{""state_dist"": 18.339414596557617, ""success"": true}",0.08992060000000102,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g49_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.01924208737909794,0.0020566252060234547,0.01718546263873577,0.01924208737909794,0.0020566252060234547,0.01718546263873577,0.005137383937835693,u_before,25,5,0,74,0,0,,terminal,0,"{""state_dist"": 19.502574920654297, ""success"": true}",0.05269060000000003,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g74_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.019219698384404182,0.0020342357456684113,0.01718546263873577,0.019219698384404182,0.0020342357456684113,0.01718546263873577,0.005130889359861612,u_after,25,5,0,74,0,0,,terminal,0,"{""state_dist"": 19.511022567749023, ""success"": true}",0.08340040000000037,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g74_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.018729714676737785,0.001913675689138472,0.016816038638353348,0.018729714676737785,0.001913675689138472,0.016816038638353348,0.005073225125670433,u_before,25,5,0,99,0,0,,terminal,0,"{""state_dist"": 19.21310043334961, ""success"": true}",0.054033300000000395,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g99_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,[],FROZEN,0.018729718402028084,0.001913679763674736,0.016816038638353348,0.018729718402028084,0.001913679763674736,0.016816038638353348,0.0050732046365737915,u_after,25,5,0,99,0,0,,terminal,0,"{""state_dist"": 19.213008880615234, ""success"": true}",0.08067130000000056,0,s0_history_mpc0,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m0_g99_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.03395645692944527,0.016641071066260338,0.01731538586318493,0.03395645692944527,0.016641071066260338,0.01731538586318493,0.01890532672405243,u_before,25,5,0,0,0,1,,terminal,0,"{""state_dist"": 75.3523178100586, ""success"": true}",0.06778899999999943,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g0_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.08311891555786133,0.02889369986951351,0.054225217550992966,0.08311891555786133,0.02889369986951351,0.054225217550992966,0.04413692280650139,u_after,25,5,0,0,0,1,,terminal,0,"{""state_dist"": 73.32986450195312, ""success"": false}",0.10461860000000023,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g0_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.018702605739235878,0.004012333694845438,0.014690272510051727,0.018702605739235878,0.004012333694845438,0.014690272510051727,0.005353669635951519,u_before,25,5,0,24,0,1,,terminal,0,"{""state_dist"": 22.74251937866211, ""success"": true}",0.06459749999999786,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g24_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.020184865221381187,0.005004070699214935,0.015180794522166252,0.020184865221381187,0.005004070699214935,0.015180794522166252,0.0049140010960400105,u_after,25,5,0,24,0,1,,terminal,0,"{""state_dist"": 24.52906036376953, ""success"": true}",0.09909730000000039,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g24_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.017392657697200775,0.004809319041669369,0.012583337724208832,0.017392657697200775,0.004809319041669369,0.012583337724208832,0.004294584970921278,u_before,25,5,0,49,0,1,,terminal,0,"{""state_dist"": 27.45262908935547, ""success"": true}",0.05898030000000176,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g49_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.017383858561515808,0.004800521302968264,0.012583337724208832,0.017383858561515808,0.004800521302968264,0.012583337724208832,0.00427338806912303,u_after,25,5,0,49,0,1,,terminal,0,"{""state_dist"": 27.438865661621094, ""success"": true}",0.10450649999999939,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g49_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.015866493806242943,0.004231154453009367,0.011635339818894863,0.015866493806242943,0.004231154453009367,0.011635339818894863,0.0041162800043821335,u_before,25,5,0,74,0,1,,terminal,0,"{""state_dist"": 25.604007720947266, ""success"": true}",0.05961989999999773,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g74_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.01588868722319603,0.0042533474043011665,0.011635339818894863,0.01588868722319603,0.0042533474043011665,0.011635339818894863,0.0041148425079882145,u_after,25,5,0,74,0,1,,terminal,0,"{""state_dist"": 25.645374298095703, ""success"": true}",0.09022850000000204,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g74_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.0158345066010952,0.004230538383126259,0.01160396821796894,0.0158345066010952,0.004230538383126259,0.01160396821796894,0.004103044047951698,u_before,25,5,0,99,0,1,,terminal,0,"{""state_dist"": 25.740514755249023, ""success"": true}",0.06306109999999876,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g99_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",FROZEN,0.0158345066010952,0.0042305393144488335,0.01160396821796894,0.0158345066010952,0.0042305393144488335,0.01160396821796894,0.004103041719645262,u_after,25,5,0,99,0,1,,terminal,0,"{""state_dist"": 25.740556716918945, ""success"": true}",0.09584440000000072,0,s0_history_mpc1,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m1_g99_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.02916865609586239,0.018219608813524246,0.010949047282338142,0.02916865609586239,0.018219608813524246,0.010949047282338142,0.01677333563566208,u_before,25,5,0,0,0,2,,terminal,0,"{""state_dist"": 75.13752746582031, ""success"": true}",0.07907490000000195,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g0_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.08128388226032257,0.02564883604645729,0.05563504621386528,0.08128388226032257,0.02564883604645729,0.05563504621386528,0.031096968799829483,u_after,25,5,0,0,0,2,,terminal,0,"{""state_dist"": 71.16866302490234, ""success"": false}",0.1076170999999988,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g0_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.018234284594655037,0.004945474676787853,0.013288809917867184,0.018234284594655037,0.004945474676787853,0.013288809917867184,0.004476700443774462,u_before,25,5,0,24,0,2,,terminal,0,"{""state_dist"": 25.488725662231445, ""success"": true}",0.07196470000000232,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g24_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.01956035941839218,0.005835325922816992,0.013725033961236477,0.01956035941839218,0.005835325922816992,0.013725033961236477,0.004051839001476765,u_after,25,5,0,24,0,2,,terminal,0,"{""state_dist"": 27.427427291870117, ""success"": true}",0.10599519999999885,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g24_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.019693050533533096,0.005999866873025894,0.013693182729184628,0.019693050533533096,0.005999866873025894,0.013693182729184628,0.003951876424252987,u_before,25,5,0,49,0,2,,terminal,0,"{""state_dist"": 28.47463607788086, ""success"": true}",0.07337929999999915,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g49_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.018965603783726692,0.005887108854949474,0.013078494928777218,0.018965603783726692,0.005887108854949474,0.013078494928777218,0.003921763971447945,u_after,25,5,0,49,0,2,,terminal,0,"{""state_dist"": 28.212848663330078, ""success"": true}",0.09247050000000101,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g49_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.018635181710124016,0.005494558718055487,0.013140622526407242,0.018635181710124016,0.005494558718055487,0.013140622526407242,0.003859196323901415,u_before,25,5,0,74,0,2,,terminal,0,"{""state_dist"": 27.88334083557129, ""success"": true}",0.06791100000000228,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g74_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.01865268498659134,0.00551206199452281,0.013140622526407242,0.01865268498659134,0.00551206199452281,0.013140622526407242,0.003859272925183177,u_after,25,5,0,74,0,2,,terminal,0,"{""state_dist"": 27.936033248901367, ""success"": true}",0.10840209999999928,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g74_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.018755385652184486,0.005482397507876158,0.013272987678647041,0.018755385652184486,0.005482397507876158,0.013272987678647041,0.0038529138546437025,u_before,25,5,0,99,0,2,,terminal,0,"{""state_dist"": 28.080129623413086, ""success"": true}",0.06883529999999993,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g99_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",FROZEN,0.018755394965410233,0.005482408218085766,0.013272987678647041,0.018755394965410233,0.005482408218085766,0.013272987678647041,0.0038529124576598406,u_after,25,5,0,99,0,2,,terminal,0,"{""state_dist"": 28.080181121826172, ""success"": true}",0.10159319999999994,0,s0_history_mpc2,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m2_g99_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.031684570014476776,0.019597619771957397,0.012086952105164528,0.031684570014476776,0.019597619771957397,0.012086952105164528,0.0198582261800766,u_before,25,5,0,0,0,3,,terminal,0,"{""state_dist"": 75.56640625, ""success"": true}",0.08471630000000019,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g0_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.08029014617204666,0.03916935250163078,0.04112079367041588,0.08029014617204666,0.03916935250163078,0.04112079367041588,0.030259184539318085,u_after,25,5,0,0,0,3,,terminal,0,"{""state_dist"": 75.49957275390625, ""success"": false}",0.11681979999999825,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g0_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.020938117057085037,0.006363149266690016,0.014574967324733734,0.020938117057085037,0.006363149266690016,0.014574967324733734,0.005002513527870178,u_before,25,5,0,24,0,3,,terminal,0,"{""state_dist"": 25.175125122070312, ""success"": false}",0.08154760000000039,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g24_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.02340814098715782,0.007815059274435043,0.015593080781400204,0.02340814098715782,0.007815059274435043,0.015593080781400204,0.004502218682318926,u_after,25,5,0,24,0,3,,terminal,0,"{""state_dist"": 27.758163452148438, ""success"": false}",0.11523620000000179,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g24_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.02405378967523575,0.008367440663278103,0.01568634808063507,0.02405378967523575,0.008367440663278103,0.01568634808063507,0.0042263213545084,u_before,25,5,0,49,0,3,,terminal,0,"{""state_dist"": 28.564224243164062, ""success"": false}",0.08237450000000024,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g49_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.024793751537799835,0.00839164201170206,0.0164021085947752,0.024793751537799835,0.00839164201170206,0.0164021085947752,0.004228529520332813,u_after,25,5,0,49,0,3,,terminal,0,"{""state_dist"": 28.573715209960938, ""success"": false}",0.11336599999999919,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g49_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.023171640932559967,0.008038452826440334,0.015133187174797058,0.023171640932559967,0.008038452826440334,0.015133187174797058,0.004110770300030708,u_before,25,5,0,74,0,3,,terminal,0,"{""state_dist"": 29.115955352783203, ""success"": false}",0.0861339000000001,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g74_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.02321774512529373,0.008084557950496674,0.015133187174797058,0.02321774512529373,0.008084557950496674,0.015133187174797058,0.004109411500394344,u_after,25,5,0,74,0,3,,terminal,0,"{""state_dist"": 29.18783950805664, ""success"": false}",0.12484290000000442,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g74_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.023190999403595924,0.008057812228798866,0.015133187174797058,0.023190999403595924,0.008057812228798866,0.015133187174797058,0.004099944606423378,u_before,25,5,0,99,0,3,,terminal,0,"{""state_dist"": 29.178239822387695, ""success"": false}",0.08028360000000134,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g99_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",FROZEN,0.023190993815660477,0.008057807572185993,0.015133187174797058,0.023190993815660477,0.008057807572185993,0.015133187174797058,0.004099941346794367,u_after,25,5,0,99,0,3,,terminal,0,"{""state_dist"": 29.1782169342041, ""success"": false}",0.11648569999999836,0,s0_history_mpc3,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m3_g99_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",FROZEN,0.03916049748659134,0.023994330316781998,0.015166165307164192,0.03916049748659134,0.023994330316781998,0.015166165307164192,0.017078429460525513,u_before,25,5,0,0,0,4,,terminal,0,"{""state_dist"": 76.96461486816406, ""success"": false}",0.09762740000000036,0,s0_history_mpc4,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m4_g0_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",FROZEN,0.056379284709692,0.019244257360696793,0.03713502734899521,0.056379284709692,0.019244257360696793,0.03713502734899521,0.04820343106985092,u_after,25,5,0,0,0,4,,terminal,0,"{""state_dist"": 67.92874908447266, ""success"": false}",0.13357400000000297,0,s0_history_mpc4,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m4_g0_after_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",FROZEN,0.014493242837488651,0.0028290089685469866,0.011664234101772308,0.014493242837488651,0.0028290089685469866,0.011664234101772308,0.007273819297552109,u_before,25,5,0,24,0,4,,terminal,0,"{""state_dist"": 18.007848739624023, ""success"": true}",0.09256689999999423,0,s0_history_mpc4,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m4_g24_before_outcome.npz
development,val_T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3,pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",FROZEN,0.0155390789732337,0.0033973127137869596,0.012141766026616096,0.0155390789732337,0.0033973127137869596,0.012141766026616096,0.006747658830136061,u_after,25,5,0,24,0,4,,terminal,0,"{""state_dist"": 19.319673538208008, ""success"": true}",0.13167680000000104,0,s0_history_mpc4,dev_valT_frozen_n3,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\development\val_T_frozen_n3\oracle\sample_000\s0_m4_g24_after_outcome.npz
