analysis,comparison,anchor_id,split,shape,sample_id,mpc_iter,before_variant,after_variant,before_model_best_candidate_id,after_model_best_candidate_id,selection_changed,r_selected_before,r_selected_after,delta_r_selected,r_selected_tie_min_before,r_selected_tie_min_after,delta_r_selected_tie_min,selected_env_cost_before,selected_env_cost_after,delta_selected_env_cost,mean_abs_contrast_error_before,mean_abs_contrast_error_after,delta_mean_abs_contrast_error,common_support_loss_before,common_support_loss_after,common_support_loss_delta,update_steps,processed_transitions,unique_factual_transitions
b3_time_separated_experience,e1_once_minus_frozen,val_T|T|s0|m4,val_T,T,0,4,frozen,e1_once,g99_after,g24_after,True,0.004904971458017826,0.0010458361357450485,-0.0038591353222727776,0.004904971458017826,0.0010458361357450485,-0.0038591353222727776,0.019398214295506477,0.0155390789732337,-0.0038591353222727776,0.009055853262543679,0.010416422178968788,0.001360568916425109,0.004657716490328312,0.003860404947772622,-0.0007973115425556898,1,2,2
b3_time_separated_experience,e2_once_minus_frozen,val_T|T|s0|m4,val_T,T,0,4,frozen,e2_once,g99_after,g49_after,True,0.004904971458017826,0.0036718519404530525,-0.0012331195175647736,0.004904971458017826,0.0036718519404530525,-0.0012331195175647736,0.019398214295506477,0.018165094777941704,-0.0012331195175647736,0.009055853262543679,0.006892275623977184,-0.0021635776385664947,0.004657716490328312,0.004710020497441292,5.230400711297989e-05,1,2,2
b3_time_separated_experience,e1_then_e2_minus_frozen,val_T|T|s0|m4,val_T,T,0,4,frozen,e1_then_e2,g99_after,g24_before,True,0.004904971458017826,0.0,-0.004904971458017826,0.004904971458017826,0.0,-0.004904971458017826,0.019398214295506477,0.014493242837488651,-0.004904971458017826,0.009055853262543679,0.008454762073233724,-0.0006010911893099546,0.004657716490328312,0.003918771632015705,-0.0007389448583126068,2,4,4
b3_time_separated_experience,e1_then_e1_minus_frozen,val_T|T|s0|m4,val_T,T,0,4,frozen,e1_then_e1,g99_after,g24_before,True,0.004904971458017826,0.0,-0.004904971458017826,0.004904971458017826,0.0,-0.004904971458017826,0.019398214295506477,0.014493242837488651,-0.004904971458017826,0.009055853262543679,0.007231794018298388,-0.001824059244245291,0.004657716490328312,0.004011382348835468,-0.0006463341414928436,2,4,2
b3_time_separated_experience,e2_then_e2_minus_frozen,val_T|T|s0|m4,val_T,T,0,4,frozen,e2_then_e2,g99_after,g24_before,True,0.004904971458017826,0.0,-0.004904971458017826,0.004904971458017826,0.0,-0.004904971458017826,0.019398214295506477,0.014493242837488651,-0.004904971458017826,0.009055853262543679,0.0049090076237916945,-0.004146845638751984,0.004657716490328312,0.0045094797387719154,-0.00014823675155639648,2,4,2
b3_time_separated_experience,e1_once_minus_frozen,val_T|T|s1|m4,val_T,T,1,4,frozen,e1_once,g99_after,g74_before,True,0.0,0.0003451639786362648,0.0003451639786362648,0.0,0.0003451639786362648,0.0003451639786362648,0.005218733102083206,0.005563897080719471,0.0003451639786362648,0.0034795027691870927,0.0034394357353448868,-4.0067033842205915e-05,0.002469290280714631,0.0019551424775272608,-0.0005141478031873703,1,2,2
b3_time_separated_experience,e2_once_minus_frozen,val_T|T|s1|m4,val_T,T,1,4,frozen,e2_once,g99_after,g74_before,True,0.0,0.0003451639786362648,0.0003451639786362648,0.0,0.0003451639786362648,0.0003451639786362648,0.005218733102083206,0.005563897080719471,0.0003451639786362648,0.0034795027691870927,0.003672660514712334,0.00019315774552524116,0.002469290280714631,0.0019425451755523682,-0.0005267451051622629,1,2,2
b3_time_separated_experience,e1_then_e2_minus_frozen,val_T|T|s1|m4,val_T,T,1,4,frozen,e1_then_e2,g99_after,g74_before,True,0.0,0.0003451639786362648,0.0003451639786362648,0.0,0.0003451639786362648,0.0003451639786362648,0.005218733102083206,0.005563897080719471,0.0003451639786362648,0.0034795027691870927,0.0018300792668014764,-0.0016494235023856163,0.002469290280714631,0.0016274634981527925,-0.0008418267825618386,2,4,4
b3_time_separated_experience,e1_then_e1_minus_frozen,val_T|T|s1|m4,val_T,T,1,4,frozen,e1_then_e1,g99_after,g74_before,True,0.0,0.0003451639786362648,0.0003451639786362648,0.0,0.0003451639786362648,0.0003451639786362648,0.005218733102083206,0.005563897080719471,0.0003451639786362648,0.0034795027691870927,0.0022659126669168474,-0.0012135901022702453,0.002469290280714631,0.001581671298481524,-0.0008876189822331071,2,4,2
b3_time_separated_experience,e2_then_e2_minus_frozen,val_T|T|s1|m4,val_T,T,1,4,frozen,e2_then_e2,g99_after,g74_before,True,0.0,0.0003451639786362648,0.0003451639786362648,0.0,0.0003451639786362648,0.0003451639786362648,0.005218733102083206,0.005563897080719471,0.0003451639786362648,0.0034795027691870927,0.0023884495254606008,-0.001091053243726492,0.002469290280714631,0.00162881996948272,-0.0008404703112319112,2,4,2
